"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 07 15:34:37 GMT 2021","Tue Sep 07 15:34:38 GMT 2021","1362","","New Todo","","adds items","","TodoMVC - React New Todo adds items",""
"passed","Tue Sep 07 15:35:05 GMT 2021","Tue Sep 07 15:35:06 GMT 2021","1429","","Clear completed button","","should be hidden when there are no items that are completed","","TodoMVC - React Clear completed button should be hidden when there are no items that are completed",""
"passed","Tue Sep 07 15:35:11 GMT 2021","Tue Sep 07 15:35:12 GMT 2021","1442","","Routing","","should allow me to display active items","","TodoMVC - React Routing should allow me to display active items",""
"passed","Tue Sep 07 15:34:55 GMT 2021","Tue Sep 07 15:34:57 GMT 2021","2205","","Editing","","should trim entered text","","TodoMVC - React Editing should trim entered text",""
"passed","Tue Sep 07 15:35:05 GMT 2021","Tue Sep 07 15:35:06 GMT 2021","1338","","Clear completed button","","should display the correct text","","TodoMVC - React Clear completed button should display the correct text",""
"passed","Tue Sep 07 15:34:55 GMT 2021","Tue Sep 07 15:34:56 GMT 2021","1673","","Editing","","should remove the item if an empty text string was entered","","TodoMVC - React Editing should remove the item if an empty text string was entered",""
"passed","Tue Sep 07 15:35:46 GMT 2021","Tue Sep 07 15:35:46 GMT 2021","552","","When page is initially opened","","should contain the todos creation field","","todo page When page is initially opened should contain the todos creation field",""
"passed","Tue Sep 07 15:34:37 GMT 2021","Tue Sep 07 15:34:38 GMT 2021","1023","","New Todo","","should trim text input","","TodoMVC - React New Todo should trim text input",""
"passed","Tue Sep 07 15:34:55 GMT 2021","Tue Sep 07 15:34:56 GMT 2021","1549","","Editing","","should cancel edits on escape","","TodoMVC - React Editing should cancel edits on escape",""
"passed","Tue Sep 07 15:35:19 GMT 2021","Tue Sep 07 15:35:19 GMT 2021","474","","Contrast","","has good contrast when empty","","TodoMVC - React Contrast has good contrast when empty",""
"passed","Tue Sep 07 15:34:37 GMT 2021","Tue Sep 07 15:34:37 GMT 2021","863","","New Todo","","should clear text input field when an item is added","","TodoMVC - React New Todo should clear text input field when an item is added",""
"passed","Tue Sep 07 15:34:37 GMT 2021","Tue Sep 07 15:34:37 GMT 2021","955","","New Todo","","should show #main and #footer when items added","","TodoMVC - React New Todo should show #main and #footer when items added",""
"passed","Tue Sep 07 15:35:46 GMT 2021","Tue Sep 07 15:35:46 GMT 2021","600","","When page is initially opened","","should display the help text ""Double-click to edit a todo"", ""Created by petehunt"", ""Part of TodoMVC""","","todo page When page is initially opened should display the help text ""Double-click to edit a todo"", ""Created by petehunt"", ""Part of TodoMVC""",""
"passed","Tue Sep 07 15:35:46 GMT 2021","Tue Sep 07 15:35:46 GMT 2021","606","","When page is initially opened","","should have the heading ""todos""","","todo page When page is initially opened should have the heading ""todos""",""
"passed","Tue Sep 07 15:34:37 GMT 2021","Tue Sep 07 15:34:38 GMT 2021","1505","","New Todo","","should allow me to add todo items","","TodoMVC - React New Todo should allow me to add todo items",""
"passed","Tue Sep 07 15:34:44 GMT 2021","Tue Sep 07 15:34:45 GMT 2021","1942","","Mark all as completed","","complete all checkbox should update state when items are completed / cleared","","TodoMVC - React Mark all as completed complete all checkbox should update state when items are completed / cleared",""
"passed","Tue Sep 07 15:34:34 GMT 2021","Tue Sep 07 15:34:35 GMT 2021","1425","","TodoMVC - React","","adds 2 todos","","TodoMVC - React adds 2 todos",""
"passed","Tue Sep 07 15:35:04 GMT 2021","Tue Sep 07 15:35:04 GMT 2021","858","","Counter","","should display the current number of todo items","","TodoMVC - React Counter should display the current number of todo items",""
"passed","Tue Sep 07 15:35:11 GMT 2021","Tue Sep 07 15:35:12 GMT 2021","1365","","Routing","","should allow me to display completed items","","TodoMVC - React Routing should allow me to display completed items",""
"passed","Tue Sep 07 15:34:44 GMT 2021","Tue Sep 07 15:34:45 GMT 2021","1546","","Mark all as completed","","should allow me to mark all items as completed","","TodoMVC - React Mark all as completed should allow me to mark all items as completed",""
"passed","Tue Sep 07 15:35:19 GMT 2021","Tue Sep 07 15:35:20 GMT 2021","1012","","Contrast","","has good contrast with several todos","","TodoMVC - React Contrast has good contrast with several todos",""
"passed","Tue Sep 07 15:35:46 GMT 2021","Tue Sep 07 15:35:46 GMT 2021","613","","When page is initially opened","","the cursor should have focus on the todo input field","","todo page When page is initially opened the cursor should have focus on the todo input field",""
"passed","Tue Sep 07 15:34:36 GMT 2021","Tue Sep 07 15:34:36 GMT 2021","494","","No Todos","","should hide #main and #footer","","TodoMVC - React No Todos should hide #main and #footer",""
"passed","Tue Sep 07 15:35:05 GMT 2021","Tue Sep 07 15:35:06 GMT 2021","1528","","Clear completed button","","should remove completed items when clicked","","TodoMVC - React Clear completed button should remove completed items when clicked",""
"passed","Tue Sep 07 15:35:11 GMT 2021","Tue Sep 07 15:35:12 GMT 2021","1959","","Routing","","should respect the back button","","TodoMVC - React Routing should respect the back button",""
"passed","Tue Sep 07 15:34:50 GMT 2021","Tue Sep 07 15:34:52 GMT 2021","2116","","Item","","should allow me to edit an item","","TodoMVC - React Item should allow me to edit an item",""
"passed","Tue Sep 07 15:34:36 GMT 2021","Tue Sep 07 15:34:36 GMT 2021","562","","When page is initially opened","","should focus on the todo input field","","TodoMVC - React When page is initially opened should focus on the todo input field",""
"passed","Tue Sep 07 15:35:11 GMT 2021","Tue Sep 07 15:35:12 GMT 2021","1530","","Routing","","should highlight the currently applied filter","","TodoMVC - React Routing should highlight the currently applied filter",""
