"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 08 11:07:00 GMT 2021","Wed Sep 08 11:07:01 GMT 2021","1681","","Mark all as completed","","should allow me to clear the complete state of all items","","TodoMVC - React Mark all as completed should allow me to clear the complete state of all items",""
"passed","Wed Sep 08 11:07:10 GMT 2021","Wed Sep 08 11:07:11 GMT 2021","1424","","Editing","","should remove the item if an empty text string was entered","","TodoMVC - React Editing should remove the item if an empty text string was entered",""
"passed","Wed Sep 08 11:06:54 GMT 2021","Wed Sep 08 11:06:55 GMT 2021","1438","","New Todo","","should append new items to the bottom of the list","","TodoMVC - React New Todo should append new items to the bottom of the list",""
"passed","Wed Sep 08 11:06:51 GMT 2021","Wed Sep 08 11:06:52 GMT 2021","1299","","TodoMVC - React","","adds 2 todos","","TodoMVC - React adds 2 todos",""
"passed","Wed Sep 08 11:07:54 GMT 2021","Wed Sep 08 11:07:54 GMT 2021","418","","When page is initially opened","","should display the help text ""Double-click to edit a todo"", ""Created by petehunt"", ""Part of TodoMVC""","","todo page When page is initially opened should display the help text ""Double-click to edit a todo"", ""Created by petehunt"", ""Part of TodoMVC""",""
"passed","Wed Sep 08 11:07:33 GMT 2021","Wed Sep 08 11:07:33 GMT 2021","932","","Contrast","","has good contrast with several todos","","TodoMVC - React Contrast has good contrast with several todos",""
"passed","Wed Sep 08 11:07:20 GMT 2021","Wed Sep 08 11:07:21 GMT 2021","1365","","Clear completed button","","should be hidden when there are no items that are completed","","TodoMVC - React Clear completed button should be hidden when there are no items that are completed",""
"passed","Wed Sep 08 11:07:20 GMT 2021","Wed Sep 08 11:07:21 GMT 2021","1317","","Clear completed button","","should display the correct text","","TodoMVC - React Clear completed button should display the correct text",""
"passed","Wed Sep 08 11:07:25 GMT 2021","Wed Sep 08 11:07:26 GMT 2021","1360","","Routing","","should allow me to display completed items","","TodoMVC - React Routing should allow me to display completed items",""
"passed","Wed Sep 08 11:07:10 GMT 2021","Wed Sep 08 11:07:11 GMT 2021","1672","","Editing","","should hide other controls when editing","","TodoMVC - React Editing should hide other controls when editing",""
"passed","Wed Sep 08 11:07:10 GMT 2021","Wed Sep 08 11:07:12 GMT 2021","2120","","Editing","","should save edits on blur","","TodoMVC - React Editing should save edits on blur",""
"passed","Wed Sep 08 11:06:54 GMT 2021","Wed Sep 08 11:06:54 GMT 2021","805","","New Todo","","should clear text input field when an item is added","","TodoMVC - React New Todo should clear text input field when an item is added",""
"passed","Wed Sep 08 11:07:05 GMT 2021","Wed Sep 08 11:07:06 GMT 2021","1199","","Item","","should allow me to mark items as complete","","TodoMVC - React Item should allow me to mark items as complete",""
"passed","Wed Sep 08 11:06:53 GMT 2021","Wed Sep 08 11:06:53 GMT 2021","365","","No Todos","","should hide #main and #footer","","TodoMVC - React No Todos should hide #main and #footer",""
"passed","Wed Sep 08 11:07:20 GMT 2021","Wed Sep 08 11:07:21 GMT 2021","1412","","Clear completed button","","should remove completed items when clicked","","TodoMVC - React Clear completed button should remove completed items when clicked",""
"passed","Wed Sep 08 11:06:52 GMT 2021","Wed Sep 08 11:06:52 GMT 2021","680","","When page is initially opened","","should focus on the todo input field","","TodoMVC - React When page is initially opened should focus on the todo input field",""
"passed","Wed Sep 08 11:06:54 GMT 2021","Wed Sep 08 11:06:54 GMT 2021","802","","New Todo","","should show #main and #footer when items added","","TodoMVC - React New Todo should show #main and #footer when items added",""
"passed","Wed Sep 08 11:07:05 GMT 2021","Wed Sep 08 11:07:07 GMT 2021","2138","","Item","","should allow me to edit an item","","TodoMVC - React Item should allow me to edit an item",""
"passed","Wed Sep 08 11:07:25 GMT 2021","Wed Sep 08 11:07:26 GMT 2021","1355","","Routing","","should highlight the currently applied filter","","TodoMVC - React Routing should highlight the currently applied filter",""
"passed","Wed Sep 08 11:07:00 GMT 2021","Wed Sep 08 11:07:01 GMT 2021","1509","","Mark all as completed","","should allow me to mark all items as completed","","TodoMVC - React Mark all as completed should allow me to mark all items as completed",""
"passed","Wed Sep 08 11:07:10 GMT 2021","Wed Sep 08 11:07:11 GMT 2021","1561","","Editing","","should cancel edits on escape","","TodoMVC - React Editing should cancel edits on escape",""
"passed","Wed Sep 08 11:06:54 GMT 2021","Wed Sep 08 11:06:54 GMT 2021","879","","New Todo","","should trim text input","","TodoMVC - React New Todo should trim text input",""
"passed","Wed Sep 08 11:07:54 GMT 2021","Wed Sep 08 11:07:54 GMT 2021","543","","When page is initially opened","","the cursor should have focus on the todo input field","","todo page When page is initially opened the cursor should have focus on the todo input field",""
