"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 22 11:17:13 GMT 2021","Wed Sep 22 11:17:13 GMT 2021","258","todo page","When page is initially opened","","","","should display the help text ""Double-click to edit a todo"", ""Created by petehunt"", ""Part of TodoMVC""",""
"failed","Wed Sep 22 11:17:15 GMT 2021","Wed Sep 22 11:17:15 GMT 2021","530","todo page","New Todo","","","","should allow me to add todo items",""
"passed","Wed Sep 22 11:17:15 GMT 2021","Wed Sep 22 11:17:16 GMT 2021","976","todo page","New Todo","","","","adds items",""
"failed","Wed Sep 22 11:17:18 GMT 2021","Wed Sep 22 11:17:19 GMT 2021","702","todo page","New Todo","","","","should append new items to the bottom of the list",""
"passed","Wed Sep 22 11:17:12 GMT 2021","Wed Sep 22 11:17:13 GMT 2021","382","todo page","When page is initially opened","","","","should have the heading ""todos""",""
"failed","Wed Sep 22 11:17:21 GMT 2021","Wed Sep 22 11:17:22 GMT 2021","797","todo page","New Todo","","","","should show #main and #footer when items added",""
"passed","Wed Sep 22 11:17:12 GMT 2021","Wed Sep 22 11:17:12 GMT 2021","466","todo page","When page is initially opened","","","","the cursor should have focus on the todo input field",""
"failed","Wed Sep 22 11:17:20 GMT 2021","Wed Sep 22 11:17:20 GMT 2021","762","todo page","New Todo","","","","should trim text input",""
"passed","Wed Sep 22 11:16:59 GMT 2021","Wed Sep 22 11:17:00 GMT 2021","776","","Adding a todo item","","","","displays the item as as a todo",""
"failed","Wed Sep 22 11:17:17 GMT 2021","Wed Sep 22 11:17:17 GMT 2021","663","todo page","New Todo","","","","should clear text input field when an item is added",""
"passed","Wed Sep 22 11:17:13 GMT 2021","Wed Sep 22 11:17:13 GMT 2021","357","todo page","When page is initially opened","","","","should contain the todos creation field",""
"passed","Wed Sep 22 11:17:13 GMT 2021","Wed Sep 22 11:17:14 GMT 2021","412","todo page","No Todos","","","","should hide #main and #footer",""
