"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 15 10:46:29 GMT 2021","Wed Sep 15 10:46:29 GMT 2021","331","","When page is initially opened","","should have the heading ""todos""","","todo page When page is initially opened should have the heading ""todos""",""
"passed","Wed Sep 15 10:45:49 GMT 2021","Wed Sep 15 10:45:50 GMT 2021","1720","","Editing","","should save edits on blur","","TodoMVC - React Editing should save edits on blur",""
"passed","Wed Sep 15 10:45:44 GMT 2021","Wed Sep 15 10:45:45 GMT 2021","1198","","Item","","should allow me to un-mark items as complete","","TodoMVC - React Item should allow me to un-mark items as complete",""
"passed","Wed Sep 15 10:46:03 GMT 2021","Wed Sep 15 10:46:04 GMT 2021","1744","","Routing","","should respect the back button","","TodoMVC - React Routing should respect the back button",""
"passed","Wed Sep 15 10:45:49 GMT 2021","Wed Sep 15 10:45:50 GMT 2021","1494","","Editing","","should cancel edits on escape","","TodoMVC - React Editing should cancel edits on escape",""
"passed","Wed Sep 15 10:45:40 GMT 2021","Wed Sep 15 10:45:41 GMT 2021","1402","","Mark all as completed","","should allow me to clear the complete state of all items","","TodoMVC - React Mark all as completed should allow me to clear the complete state of all items",""
"passed","Wed Sep 15 10:45:34 GMT 2021","Wed Sep 15 10:45:34 GMT 2021","804","","New Todo","","should trim text input","","TodoMVC - React New Todo should trim text input",""
"passed","Wed Sep 15 10:46:02 GMT 2021","Wed Sep 15 10:46:03 GMT 2021","1207","","Persistence","","should persist its data","","TodoMVC - React Persistence should persist its data",""
"passed","Wed Sep 15 10:45:25 GMT 2021","Wed Sep 15 10:45:25 GMT 2021","873","","Adding a todo item","","displays the item as as a todo","","Adding a todo item displays the item as as a todo",""
"passed","Wed Sep 15 10:45:34 GMT 2021","Wed Sep 15 10:45:35 GMT 2021","1148","","New Todo","","should allow me to add todo items","","TodoMVC - React New Todo should allow me to add todo items",""
"passed","Wed Sep 15 10:46:29 GMT 2021","Wed Sep 15 10:46:29 GMT 2021","366","","When page is initially opened","","should contain the todos creation field","","todo page When page is initially opened should contain the todos creation field",""
"passed","Wed Sep 15 10:46:11 GMT 2021","Wed Sep 15 10:46:12 GMT 2021","1029","","Contrast","","has good contrast with several todos","","TodoMVC - React Contrast has good contrast with several todos",""
"passed","Wed Sep 15 10:45:34 GMT 2021","Wed Sep 15 10:45:34 GMT 2021","690","","New Todo","","should clear text input field when an item is added","","TodoMVC - React New Todo should clear text input field when an item is added",""
"passed","Wed Sep 15 10:46:03 GMT 2021","Wed Sep 15 10:46:04 GMT 2021","1338","","Routing","","should highlight the currently applied filter","","TodoMVC - React Routing should highlight the currently applied filter",""
"passed","Wed Sep 15 10:45:44 GMT 2021","Wed Sep 15 10:45:45 GMT 2021","1205","","Item","","should allow me to mark items as complete","","TodoMVC - React Item should allow me to mark items as complete",""
"passed","Wed Sep 15 10:45:58 GMT 2021","Wed Sep 15 10:45:59 GMT 2021","1380","","Clear completed button","","should be hidden when there are no items that are completed","","TodoMVC - React Clear completed button should be hidden when there are no items that are completed",""
"passed","Wed Sep 15 10:46:29 GMT 2021","Wed Sep 15 10:46:29 GMT 2021","475","","When page is initially opened","","the cursor should have focus on the todo input field","","todo page When page is initially opened the cursor should have focus on the todo input field",""
