"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 22 13:25:05 GMT 2021","Wed Sep 22 13:25:06 GMT 2021","1031","todo page","New Todo","","","","adds items",""
"passed","Wed Sep 22 13:25:06 GMT 2021","Wed Sep 22 13:25:07 GMT 2021","891","todo page","New Todo","","","","should clear text input field when an item is added",""
"failed","Wed Sep 22 13:24:50 GMT 2021","Wed Sep 22 13:24:50 GMT 2021","258","","","","","","An uncaught error was detected outside of a test",""
"passed","Wed Sep 22 13:25:02 GMT 2021","Wed Sep 22 13:25:02 GMT 2021","420","todo page","When page is initially opened","","","","should have the heading ""todos""",""
"passed","Wed Sep 22 13:24:55 GMT 2021","Wed Sep 22 13:24:56 GMT 2021","545","","todo creation field","","","","should have the placeholder text ""What needs to be done?""",""
"passed","Wed Sep 22 13:25:04 GMT 2021","Wed Sep 22 13:25:05 GMT 2021","1260","todo page","New Todo","","","","should allow me to add todo items",""
"passed","Wed Sep 22 13:25:07 GMT 2021","Wed Sep 22 13:25:08 GMT 2021","1467","todo page","New Todo","","","","should append new items to the bottom of the list",""
"passed","Wed Sep 22 13:24:43 GMT 2021","Wed Sep 22 13:24:44 GMT 2021","965","","Adding a todo item","","","","displays the item as as a todo",""
"passed","Wed Sep 22 13:25:08 GMT 2021","Wed Sep 22 13:25:09 GMT 2021","830","todo page","New Todo","","","","should trim text input",""
"passed","Wed Sep 22 13:25:03 GMT 2021","Wed Sep 22 13:25:04 GMT 2021","459","todo page","No Todos","","","","should hide #main and #footer",""
"passed","Wed Sep 22 13:25:00 GMT 2021","Wed Sep 22 13:25:02 GMT 2021","1538","todo page","When page is initially opened","","","","the cursor should have focus on the todo input field",""
"passed","Wed Sep 22 13:25:02 GMT 2021","Wed Sep 22 13:25:03 GMT 2021","477","todo page","When page is initially opened","","","","should contain the todos creation field",""
"passed","Wed Sep 22 13:25:09 GMT 2021","Wed Sep 22 13:25:10 GMT 2021","723","todo page","New Todo","","","","should show #main and #footer when items added",""
"passed","Wed Sep 22 13:25:03 GMT 2021","Wed Sep 22 13:25:03 GMT 2021","364","todo page","When page is initially opened","","","","should display the help text ""Double-click to edit a todo"", ""Created by petehunt"", ""Part of TodoMVC""",""
