"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 06 10:44:27 GMT 2021","Mon Sep 06 10:44:28 GMT 2021","1777","","Editing","","should remove the item if an empty text string was entered","","TodoMVC - React Editing should remove the item if an empty text string was entered",""
"passed","Mon Sep 06 10:44:27 GMT 2021","Mon Sep 06 10:44:28 GMT 2021","1709","","Editing","","should cancel edits on escape","","TodoMVC - React Editing should cancel edits on escape",""
"passed","Mon Sep 06 10:44:12 GMT 2021","Mon Sep 06 10:44:13 GMT 2021","1237","","New Todo","","should append new items to the bottom of the list","","TodoMVC - React New Todo should append new items to the bottom of the list",""
"passed","Mon Sep 06 10:44:17 GMT 2021","Mon Sep 06 10:44:18 GMT 2021","1869","","Mark all as completed","","complete all checkbox should update state when items are completed / cleared","","TodoMVC - React Mark all as completed complete all checkbox should update state when items are completed / cleared",""
"passed","Mon Sep 06 10:45:17 GMT 2021","Mon Sep 06 10:45:17 GMT 2021","340","","When page is initially opened","","should display the help text ""Double-click to edit a todo"", ""Created by petehunt"", ""Part of TodoMVC""","","todo page When page is initially opened should display the help text ""Double-click to edit a todo"", ""Created by petehunt"", ""Part of TodoMVC""",""
"passed","Mon Sep 06 10:44:38 GMT 2021","Mon Sep 06 10:44:39 GMT 2021","1455","","Clear completed button","","should display the correct text","","TodoMVC - React Clear completed button should display the correct text",""
"passed","Mon Sep 06 10:44:44 GMT 2021","Mon Sep 06 10:44:45 GMT 2021","1388","","Routing","","should highlight the currently applied filter","","TodoMVC - React Routing should highlight the currently applied filter",""
"passed","Mon Sep 06 10:44:44 GMT 2021","Mon Sep 06 10:44:45 GMT 2021","1885","","Routing","","should allow me to display all items","","TodoMVC - React Routing should allow me to display all items",""
"passed","Mon Sep 06 10:44:23 GMT 2021","Mon Sep 06 10:44:24 GMT 2021","1276","","Item","","should allow me to un-mark items as complete","","TodoMVC - React Item should allow me to un-mark items as complete",""
"passed","Mon Sep 06 10:44:12 GMT 2021","Mon Sep 06 10:44:12 GMT 2021","810","","New Todo","","should trim text input","","TodoMVC - React New Todo should trim text input",""
"passed","Mon Sep 06 10:44:12 GMT 2021","Mon Sep 06 10:44:12 GMT 2021","737","","New Todo","","should show #main and #footer when items added","","TodoMVC - React New Todo should show #main and #footer when items added",""
"passed","Mon Sep 06 10:44:27 GMT 2021","Mon Sep 06 10:44:28 GMT 2021","1684","","Editing","","should hide other controls when editing","","TodoMVC - React Editing should hide other controls when editing",""
"passed","Mon Sep 06 10:44:53 GMT 2021","Mon Sep 06 10:44:53 GMT 2021","435","","Contrast","","has good contrast when empty","","TodoMVC - React Contrast has good contrast when empty",""
"passed","Mon Sep 06 10:44:44 GMT 2021","Mon Sep 06 10:44:45 GMT 2021","1583","","Routing","","should allow me to display active items","","TodoMVC - React Routing should allow me to display active items",""
"passed","Mon Sep 06 10:44:10 GMT 2021","Mon Sep 06 10:44:11 GMT 2021","1019","","TodoMVC - React","","adds 2 todos","","TodoMVC - React adds 2 todos",""
"passed","Mon Sep 06 10:45:17 GMT 2021","Mon Sep 06 10:45:17 GMT 2021","611","","When page is initially opened","","the cursor should have focus on the todo input field","","todo page When page is initially opened the cursor should have focus on the todo input field",""
"passed","Mon Sep 06 10:44:03 GMT 2021","Mon Sep 06 10:44:03 GMT 2021","795","","Adding a todo item","","displays the item as as a todo","","Adding a todo item displays the item as as a todo",""
"passed","Mon Sep 06 10:44:38 GMT 2021","Mon Sep 06 10:44:39 GMT 2021","1688","","Clear completed button","","should be hidden when there are no items that are completed","","TodoMVC - React Clear completed button should be hidden when there are no items that are completed",""
"passed","Mon Sep 06 10:44:43 GMT 2021","Mon Sep 06 10:44:44 GMT 2021","1521","","Persistence","","should persist its data","","TodoMVC - React Persistence should persist its data",""
"passed","Mon Sep 06 10:45:17 GMT 2021","Mon Sep 06 10:45:17 GMT 2021","573","","When page is initially opened","","should contain the todos creation field","","todo page When page is initially opened should contain the todos creation field",""
"passed","Mon Sep 06 10:44:44 GMT 2021","Mon Sep 06 10:44:45 GMT 2021","1994","","Routing","","should respect the back button","","TodoMVC - React Routing should respect the back button",""
"passed","Mon Sep 06 10:44:37 GMT 2021","Mon Sep 06 10:44:37 GMT 2021","980","","Counter","","should display the current number of todo items","","TodoMVC - React Counter should display the current number of todo items",""
"passed","Mon Sep 06 10:45:17 GMT 2021","Mon Sep 06 10:45:17 GMT 2021","420","","When page is initially opened","","should have the heading ""todos""","","todo page When page is initially opened should have the heading ""todos""",""
