"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 08 10:22:12 GMT 2021","Wed Sep 08 10:22:12 GMT 2021","873","","New Todo","","adds items","","TodoMVC - React New Todo adds items",""
"passed","Wed Sep 08 10:23:04 GMT 2021","Wed Sep 08 10:23:04 GMT 2021","327","","When page is initially opened","","should contain the todos creation field","","todo page When page is initially opened should contain the todos creation field",""
"passed","Wed Sep 08 10:22:12 GMT 2021","Wed Sep 08 10:22:13 GMT 2021","1482","","New Todo","","should append new items to the bottom of the list","","TodoMVC - React New Todo should append new items to the bottom of the list",""
"passed","Wed Sep 08 10:22:12 GMT 2021","Wed Sep 08 10:22:13 GMT 2021","1064","","New Todo","","should allow me to add todo items","","TodoMVC - React New Todo should allow me to add todo items",""
"passed","Wed Sep 08 10:22:42 GMT 2021","Wed Sep 08 10:22:43 GMT 2021","1283","","Routing","","should highlight the currently applied filter","","TodoMVC - React Routing should highlight the currently applied filter",""
"passed","Wed Sep 08 10:22:12 GMT 2021","Wed Sep 08 10:22:12 GMT 2021","727","","New Todo","","should trim text input","","TodoMVC - React New Todo should trim text input",""
"passed","Wed Sep 08 10:22:49 GMT 2021","Wed Sep 08 10:22:49 GMT 2021","323","","Contrast","","has good contrast when empty","","TodoMVC - React Contrast has good contrast when empty",""
"passed","Wed Sep 08 10:22:27 GMT 2021","Wed Sep 08 10:22:28 GMT 2021","1623","","Editing","","should cancel edits on escape","","TodoMVC - React Editing should cancel edits on escape",""
"passed","Wed Sep 08 10:22:18 GMT 2021","Wed Sep 08 10:22:19 GMT 2021","1625","","Mark all as completed","","complete all checkbox should update state when items are completed / cleared","","TodoMVC - React Mark all as completed complete all checkbox should update state when items are completed / cleared",""
"passed","Wed Sep 08 10:22:12 GMT 2021","Wed Sep 08 10:22:12 GMT 2021","778","","New Todo","","should clear text input field when an item is added","","TodoMVC - React New Todo should clear text input field when an item is added",""
"passed","Wed Sep 08 10:22:12 GMT 2021","Wed Sep 08 10:22:12 GMT 2021","241","","No Todos","","should hide #main and #footer","","TodoMVC - React No Todos should hide #main and #footer",""
"passed","Wed Sep 08 10:22:49 GMT 2021","Wed Sep 08 10:22:49 GMT 2021","902","","Contrast","","has good contrast with several todos","","TodoMVC - React Contrast has good contrast with several todos",""
"passed","Wed Sep 08 10:23:01 GMT 2021","Wed Sep 08 10:23:01 GMT 2021","379","","todo creation field","","should have the placeholder text ""What needs to be done?""","","todo creation field should have the placeholder text ""What needs to be done?""",""
"passed","Wed Sep 08 10:22:12 GMT 2021","Wed Sep 08 10:22:12 GMT 2021","755","","New Todo","","should show #main and #footer when items added","","TodoMVC - React New Todo should show #main and #footer when items added",""
"passed","Wed Sep 08 10:22:27 GMT 2021","Wed Sep 08 10:22:28 GMT 2021","1749","","Editing","","should remove the item if an empty text string was entered","","TodoMVC - React Editing should remove the item if an empty text string was entered",""
"passed","Wed Sep 08 10:22:42 GMT 2021","Wed Sep 08 10:22:43 GMT 2021","1637","","Routing","","should respect the back button","","TodoMVC - React Routing should respect the back button",""
"passed","Wed Sep 08 10:22:42 GMT 2021","Wed Sep 08 10:22:43 GMT 2021","1445","","Routing","","should allow me to display all items","","TodoMVC - React Routing should allow me to display all items",""
"passed","Wed Sep 08 10:22:36 GMT 2021","Wed Sep 08 10:22:36 GMT 2021","936","","Counter","","should display the current number of todo items","","TodoMVC - React Counter should display the current number of todo items",""
"passed","Wed Sep 08 10:22:41 GMT 2021","Wed Sep 08 10:22:42 GMT 2021","1097","","Persistence","","should persist its data","","TodoMVC - React Persistence should persist its data",""
"passed","Wed Sep 08 10:22:37 GMT 2021","Wed Sep 08 10:22:38 GMT 2021","1456","","Clear completed button","","should be hidden when there are no items that are completed","","TodoMVC - React Clear completed button should be hidden when there are no items that are completed",""
"passed","Wed Sep 08 10:22:18 GMT 2021","Wed Sep 08 10:22:19 GMT 2021","1356","","Mark all as completed","","should allow me to mark all items as completed","","TodoMVC - React Mark all as completed should allow me to mark all items as completed",""
"passed","Wed Sep 08 10:22:18 GMT 2021","Wed Sep 08 10:22:19 GMT 2021","1457","","Mark all as completed","","should allow me to clear the complete state of all items","","TodoMVC - React Mark all as completed should allow me to clear the complete state of all items",""
"passed","Wed Sep 08 10:22:27 GMT 2021","Wed Sep 08 10:22:28 GMT 2021","1915","","Editing","","should save edits on blur","","TodoMVC - React Editing should save edits on blur",""
"passed","Wed Sep 08 10:23:04 GMT 2021","Wed Sep 08 10:23:04 GMT 2021","335","","When page is initially opened","","the cursor should have focus on the todo input field","","todo page When page is initially opened the cursor should have focus on the todo input field",""
