"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 07 15:30:39 GMT 2021","Tue Sep 07 15:30:39 GMT 2021","432","","Contrast","","has good contrast when empty","","TodoMVC - React Contrast has good contrast when empty",""
"passed","Tue Sep 07 15:30:27 GMT 2021","Tue Sep 07 15:30:28 GMT 2021","1281","","Clear completed button","","should be hidden when there are no items that are completed","","TodoMVC - React Clear completed button should be hidden when there are no items that are completed",""
"passed","Tue Sep 07 15:30:55 GMT 2021","Tue Sep 07 15:30:55 GMT 2021","336","","When page is initially opened","","the cursor should have focus on the todo input field","","todo page When page is initially opened the cursor should have focus on the todo input field",""
"passed","Tue Sep 07 15:30:19 GMT 2021","Tue Sep 07 15:30:20 GMT 2021","1232","","Editing","","should hide other controls when editing","","TodoMVC - React Editing should hide other controls when editing",""
"passed","Tue Sep 07 15:30:05 GMT 2021","Tue Sep 07 15:30:05 GMT 2021","712","","New Todo","","should show #main and #footer when items added","","TodoMVC - React New Todo should show #main and #footer when items added",""
"passed","Tue Sep 07 15:30:04 GMT 2021","Tue Sep 07 15:30:04 GMT 2021","494","","When page is initially opened","","should focus on the todo input field","","TodoMVC - React When page is initially opened should focus on the todo input field",""
"passed","Tue Sep 07 15:29:55 GMT 2021","Tue Sep 07 15:29:56 GMT 2021","1160","","Adding a todo item","","displays the item as as a todo","","Adding a todo item displays the item as as a todo",""
"passed","Tue Sep 07 15:30:32 GMT 2021","Tue Sep 07 15:30:33 GMT 2021","1287","","Routing","","should allow me to display completed items","","TodoMVC - React Routing should allow me to display completed items",""
"passed","Tue Sep 07 15:30:15 GMT 2021","Tue Sep 07 15:30:15 GMT 2021","948","","Item","","should allow me to un-mark items as complete","","TodoMVC - React Item should allow me to un-mark items as complete",""
"passed","Tue Sep 07 15:30:55 GMT 2021","Tue Sep 07 15:30:55 GMT 2021","254","","When page is initially opened","","should have the heading ""todos""","","todo page When page is initially opened should have the heading ""todos""",""
"passed","Tue Sep 07 15:30:32 GMT 2021","Tue Sep 07 15:30:33 GMT 2021","1274","","Routing","","should highlight the currently applied filter","","TodoMVC - React Routing should highlight the currently applied filter",""
"passed","Tue Sep 07 15:30:19 GMT 2021","Tue Sep 07 15:30:20 GMT 2021","1757","","Editing","","should trim entered text","","TodoMVC - React Editing should trim entered text",""
"passed","Tue Sep 07 15:30:03 GMT 2021","Tue Sep 07 15:30:03 GMT 2021","949","","TodoMVC - React","","adds 2 todos","","TodoMVC - React adds 2 todos",""
"passed","Tue Sep 07 15:30:26 GMT 2021","Tue Sep 07 15:30:26 GMT 2021","773","","Counter","","should display the current number of todo items","","TodoMVC - React Counter should display the current number of todo items",""
"passed","Tue Sep 07 15:30:05 GMT 2021","Tue Sep 07 15:30:05 GMT 2021","825","","New Todo","","should trim text input","","TodoMVC - React New Todo should trim text input",""
"passed","Tue Sep 07 15:30:32 GMT 2021","Tue Sep 07 15:30:33 GMT 2021","1427","","Routing","","should allow me to display all items","","TodoMVC - React Routing should allow me to display all items",""
"passed","Tue Sep 07 15:30:39 GMT 2021","Tue Sep 07 15:30:39 GMT 2021","909","","Contrast","","has good contrast with several todos","","TodoMVC - React Contrast has good contrast with several todos",""
"passed","Tue Sep 07 15:30:27 GMT 2021","Tue Sep 07 15:30:28 GMT 2021","1229","","Clear completed button","","should display the correct text","","TodoMVC - React Clear completed button should display the correct text",""
"passed","Tue Sep 07 15:30:51 GMT 2021","Tue Sep 07 15:30:51 GMT 2021","405","","todo creation field","","should have the placeholder text ""What needs to be done?""","","todo creation field should have the placeholder text ""What needs to be done?""",""
"passed","Tue Sep 07 15:30:19 GMT 2021","Tue Sep 07 15:30:20 GMT 2021","1346","","Editing","","should remove the item if an empty text string was entered","","TodoMVC - React Editing should remove the item if an empty text string was entered",""
"passed","Tue Sep 07 15:30:32 GMT 2021","Tue Sep 07 15:30:33 GMT 2021","1315","","Routing","","should allow me to display active items","","TodoMVC - React Routing should allow me to display active items",""
"passed","Tue Sep 07 15:30:05 GMT 2021","Tue Sep 07 15:30:05 GMT 2021","753","","New Todo","","should clear text input field when an item is added","","TodoMVC - React New Todo should clear text input field when an item is added",""
"passed","Tue Sep 07 15:30:11 GMT 2021","Tue Sep 07 15:30:12 GMT 2021","1423","","Mark all as completed","","should allow me to mark all items as completed","","TodoMVC - React Mark all as completed should allow me to mark all items as completed",""
"passed","Tue Sep 07 15:30:55 GMT 2021","Tue Sep 07 15:30:55 GMT 2021","212","","When page is initially opened","","should display the help text ""Double-click to edit a todo"", ""Created by petehunt"", ""Part of TodoMVC""","","todo page When page is initially opened should display the help text ""Double-click to edit a todo"", ""Created by petehunt"", ""Part of TodoMVC""",""
"passed","Tue Sep 07 15:30:27 GMT 2021","Tue Sep 07 15:30:28 GMT 2021","1334","","Clear completed button","","should remove completed items when clicked","","TodoMVC - React Clear completed button should remove completed items when clicked",""
"passed","Tue Sep 07 15:30:31 GMT 2021","Tue Sep 07 15:30:32 GMT 2021","1104","","Persistence","","should persist its data","","TodoMVC - React Persistence should persist its data",""
"passed","Tue Sep 07 15:30:19 GMT 2021","Tue Sep 07 15:30:20 GMT 2021","1591","","Editing","","should save edits on blur","","TodoMVC - React Editing should save edits on blur",""
"passed","Tue Sep 07 15:30:11 GMT 2021","Tue Sep 07 15:30:12 GMT 2021","1394","","Mark all as completed","","should allow me to clear the complete state of all items","","TodoMVC - React Mark all as completed should allow me to clear the complete state of all items",""
"passed","Tue Sep 07 15:30:15 GMT 2021","Tue Sep 07 15:30:16 GMT 2021","1650","","Item","","should allow me to edit an item","","TodoMVC - React Item should allow me to edit an item",""
"passed","Tue Sep 07 15:30:05 GMT 2021","Tue Sep 07 15:30:06 GMT 2021","1165","","New Todo","","should allow me to add todo items","","TodoMVC - React New Todo should allow me to add todo items",""
"passed","Tue Sep 07 15:30:05 GMT 2021","Tue Sep 07 15:30:06 GMT 2021","1320","","New Todo","","should append new items to the bottom of the list","","TodoMVC - React New Todo should append new items to the bottom of the list",""
