"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 06 11:06:13 GMT 2021","Mon Sep 06 11:06:14 GMT 2021","1796","","Clear completed button","","should remove completed items when clicked","","TodoMVC - React Clear completed button should remove completed items when clicked",""
"passed","Mon Sep 06 11:05:58 GMT 2021","Mon Sep 06 11:05:59 GMT 2021","1220","","Item","","should allow me to mark items as complete","","TodoMVC - React Item should allow me to mark items as complete",""
"passed","Mon Sep 06 11:05:47 GMT 2021","Mon Sep 06 11:05:47 GMT 2021","846","","New Todo","","should trim text input","","TodoMVC - React New Todo should trim text input",""
"passed","Mon Sep 06 11:06:54 GMT 2021","Mon Sep 06 11:06:54 GMT 2021","466","","When page is initially opened","","the cursor should have focus on the todo input field","","todo page When page is initially opened the cursor should have focus on the todo input field",""
"passed","Mon Sep 06 11:05:47 GMT 2021","Mon Sep 06 11:05:48 GMT 2021","1469","","New Todo","","should append new items to the bottom of the list","","TodoMVC - React New Todo should append new items to the bottom of the list",""
"passed","Mon Sep 06 11:06:54 GMT 2021","Mon Sep 06 11:06:54 GMT 2021","309","","When page is initially opened","","should display the help text ""Double-click to edit a todo"", ""Created by petehunt"", ""Part of TodoMVC""","","todo page When page is initially opened should display the help text ""Double-click to edit a todo"", ""Created by petehunt"", ""Part of TodoMVC""",""
"passed","Mon Sep 06 11:06:29 GMT 2021","Mon Sep 06 11:06:29 GMT 2021","997","","Contrast","","has good contrast with several todos","","TodoMVC - React Contrast has good contrast with several todos",""
"passed","Mon Sep 06 11:05:58 GMT 2021","Mon Sep 06 11:05:59 GMT 2021","1266","","Item","","should allow me to un-mark items as complete","","TodoMVC - React Item should allow me to un-mark items as complete",""
"passed","Mon Sep 06 11:06:12 GMT 2021","Mon Sep 06 11:06:13 GMT 2021","1055","","Counter","","should display the current number of todo items","","TodoMVC - React Counter should display the current number of todo items",""
"passed","Mon Sep 06 11:06:03 GMT 2021","Mon Sep 06 11:06:04 GMT 2021","1823","","Editing","","should cancel edits on escape","","TodoMVC - React Editing should cancel edits on escape",""
"passed","Mon Sep 06 11:05:53 GMT 2021","Mon Sep 06 11:05:54 GMT 2021","1764","","Mark all as completed","","complete all checkbox should update state when items are completed / cleared","","TodoMVC - React Mark all as completed complete all checkbox should update state when items are completed / cleared",""
"passed","Mon Sep 06 11:05:47 GMT 2021","Mon Sep 06 11:05:47 GMT 2021","959","","New Todo","","adds items","","TodoMVC - React New Todo adds items",""
"passed","Mon Sep 06 11:06:03 GMT 2021","Mon Sep 06 11:06:05 GMT 2021","2036","","Editing","","should save edits on blur","","TodoMVC - React Editing should save edits on blur",""
"passed","Mon Sep 06 11:06:48 GMT 2021","Mon Sep 06 11:06:48 GMT 2021","640","","todo creation field","","should have the placeholder text ""What needs to be done?""","","todo creation field should have the placeholder text ""What needs to be done?""",""
"passed","Mon Sep 06 11:06:03 GMT 2021","Mon Sep 06 11:06:04 GMT 2021","1493","","Editing","","should hide other controls when editing","","TodoMVC - React Editing should hide other controls when editing",""
"passed","Mon Sep 06 11:05:38 GMT 2021","Mon Sep 06 11:05:38 GMT 2021","823","","Adding a todo item","","displays the item as as a todo","","Adding a todo item displays the item as as a todo",""
"passed","Mon Sep 06 11:06:20 GMT 2021","Mon Sep 06 11:06:21 GMT 2021","1670","","Routing","","should allow me to display completed items","","TodoMVC - React Routing should allow me to display completed items",""
"passed","Mon Sep 06 11:05:46 GMT 2021","Mon Sep 06 11:05:46 GMT 2021","442","","When page is initially opened","","should focus on the todo input field","","TodoMVC - React When page is initially opened should focus on the todo input field",""
"passed","Mon Sep 06 11:06:20 GMT 2021","Mon Sep 06 11:06:22 GMT 2021","2080","","Routing","","should respect the back button","","TodoMVC - React Routing should respect the back button",""
"passed","Mon Sep 06 11:05:46 GMT 2021","Mon Sep 06 11:05:46 GMT 2021","371","","No Todos","","should hide #main and #footer","","TodoMVC - React No Todos should hide #main and #footer",""
"passed","Mon Sep 06 11:05:58 GMT 2021","Mon Sep 06 11:06:00 GMT 2021","2162","","Item","","should allow me to edit an item","","TodoMVC - React Item should allow me to edit an item",""
"passed","Mon Sep 06 11:05:53 GMT 2021","Mon Sep 06 11:05:54 GMT 2021","1604","","Mark all as completed","","should allow me to mark all items as completed","","TodoMVC - React Mark all as completed should allow me to mark all items as completed",""
"passed","Mon Sep 06 11:06:03 GMT 2021","Mon Sep 06 11:06:04 GMT 2021","1631","","Editing","","should remove the item if an empty text string was entered","","TodoMVC - React Editing should remove the item if an empty text string was entered",""
