"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 22 13:55:21 GMT 2021","Wed Sep 22 13:55:22 GMT 2021","874","todo page","New Todo","","","","should trim text input",""
"passed","Wed Sep 22 13:54:56 GMT 2021","Wed Sep 22 13:54:58 GMT 2021","1578","TodoMVC - React","Routing","","","","should allow me to display all items",""
"passed","Wed Sep 22 13:55:16 GMT 2021","Wed Sep 22 13:55:17 GMT 2021","417","todo page","When page is initially opened","","","","should contain the todos creation field",""
"passed","Wed Sep 22 13:54:37 GMT 2021","Wed Sep 22 13:54:38 GMT 2021","1352","TodoMVC - React","Editing","","","","should hide other controls when editing",""
"passed","Wed Sep 22 13:55:18 GMT 2021","Wed Sep 22 13:55:19 GMT 2021","897","todo page","New Todo","","","","adds items",""
"passed","Wed Sep 22 13:54:50 GMT 2021","Wed Sep 22 13:54:51 GMT 2021","1276","TodoMVC - React","Persistence","","","","should persist its data",""
"passed","Wed Sep 22 13:55:19 GMT 2021","Wed Sep 22 13:55:20 GMT 2021","748","todo page","New Todo","","","","should clear text input field when an item is added",""
"passed","Wed Sep 22 13:55:17 GMT 2021","Wed Sep 22 13:55:17 GMT 2021","252","todo page","When page is initially opened","","","","should display the help text ""Double-click to edit a todo"", ""Created by petehunt"", ""Part of TodoMVC""",""
"passed","Wed Sep 22 13:55:15 GMT 2021","Wed Sep 22 13:55:16 GMT 2021","470","todo page","When page is initially opened","","","","the cursor should have focus on the todo input field",""
"passed","Wed Sep 22 13:54:49 GMT 2021","Wed Sep 22 13:54:50 GMT 2021","1405","TodoMVC - React","Clear completed button","","","","should be hidden when there are no items that are completed",""
"passed","Wed Sep 22 13:54:28 GMT 2021","Wed Sep 22 13:54:30 GMT 2021","1396","TodoMVC - React","Mark all as completed","","","","should allow me to mark all items as completed",""
"passed","Wed Sep 22 13:54:45 GMT 2021","Wed Sep 22 13:54:46 GMT 2021","906","TodoMVC - React","Counter","","","","should display the current number of todo items",""
"passed","Wed Sep 22 13:54:58 GMT 2021","Wed Sep 22 13:54:59 GMT 2021","1358","TodoMVC - React","Routing","","","","should highlight the currently applied filter",""
