"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 08 11:03:35 GMT 2021","Wed Sep 08 11:03:35 GMT 2021","273","","When page is initially opened","","should have the heading ""todos""","","todo page When page is initially opened should have the heading ""todos""",""
"passed","Wed Sep 08 11:02:40 GMT 2021","Wed Sep 08 11:02:40 GMT 2021","307","","No Todos","","should hide #main and #footer","","TodoMVC - React No Todos should hide #main and #footer",""
"passed","Wed Sep 08 11:02:41 GMT 2021","Wed Sep 08 11:02:41 GMT 2021","913","","New Todo","","adds items","","TodoMVC - React New Todo adds items",""
"passed","Wed Sep 08 11:03:14 GMT 2021","Wed Sep 08 11:03:14 GMT 2021","426","","Contrast","","has good contrast when empty","","TodoMVC - React Contrast has good contrast when empty",""
"passed","Wed Sep 08 11:03:02 GMT 2021","Wed Sep 08 11:03:03 GMT 2021","1292","","Clear completed button","","should be hidden when there are no items that are completed","","TodoMVC - React Clear completed button should be hidden when there are no items that are completed",""
"passed","Wed Sep 08 11:03:14 GMT 2021","Wed Sep 08 11:03:14 GMT 2021","955","","Contrast","","has good contrast with several todos","","TodoMVC - React Contrast has good contrast with several todos",""
"passed","Wed Sep 08 11:02:46 GMT 2021","Wed Sep 08 11:02:47 GMT 2021","1336","","Mark all as completed","","should allow me to clear the complete state of all items","","TodoMVC - React Mark all as completed should allow me to clear the complete state of all items",""
"passed","Wed Sep 08 11:02:50 GMT 2021","Wed Sep 08 11:02:51 GMT 2021","1020","","Item","","should allow me to mark items as complete","","TodoMVC - React Item should allow me to mark items as complete",""
"passed","Wed Sep 08 11:03:02 GMT 2021","Wed Sep 08 11:03:03 GMT 2021","1244","","Clear completed button","","should display the correct text","","TodoMVC - React Clear completed button should display the correct text",""
"passed","Wed Sep 08 11:02:41 GMT 2021","Wed Sep 08 11:02:41 GMT 2021","645","","New Todo","","should trim text input","","TodoMVC - React New Todo should trim text input",""
"passed","Wed Sep 08 11:03:07 GMT 2021","Wed Sep 08 11:03:08 GMT 2021","1446","","Routing","","should allow me to display all items","","TodoMVC - React Routing should allow me to display all items",""
"passed","Wed Sep 08 11:02:41 GMT 2021","Wed Sep 08 11:02:42 GMT 2021","1289","","New Todo","","should append new items to the bottom of the list","","TodoMVC - React New Todo should append new items to the bottom of the list",""
"passed","Wed Sep 08 11:02:50 GMT 2021","Wed Sep 08 11:02:51 GMT 2021","1755","","Item","","should allow me to edit an item","","TodoMVC - React Item should allow me to edit an item",""
"passed","Wed Sep 08 11:02:41 GMT 2021","Wed Sep 08 11:02:41 GMT 2021","633","","New Todo","","should clear text input field when an item is added","","TodoMVC - React New Todo should clear text input field when an item is added",""
"passed","Wed Sep 08 11:02:54 GMT 2021","Wed Sep 08 11:02:55 GMT 2021","1613","","Editing","","should save edits on blur","","TodoMVC - React Editing should save edits on blur",""
