"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 22 13:11:14 GMT 2021","Wed Sep 22 13:11:14 GMT 2021","405","todo page","When page is initially opened","","","","should contain the todos creation field",""
"passed","Wed Sep 22 13:11:19 GMT 2021","Wed Sep 22 13:11:20 GMT 2021","739","todo page","New Todo","","","","should trim text input",""
"passed","Wed Sep 22 13:11:09 GMT 2021","Wed Sep 22 13:11:09 GMT 2021","494","","todo creation field","","","","should have the placeholder text ""What needs to be done?""",""
"passed","Wed Sep 22 13:11:18 GMT 2021","Wed Sep 22 13:11:19 GMT 2021","1200","todo page","New Todo","","","","should append new items to the bottom of the list",""
"passed","Wed Sep 22 13:11:01 GMT 2021","Wed Sep 22 13:11:01 GMT 2021","730","","Adding a todo item","","","","displays the item as as a todo",""
"passed","Wed Sep 22 13:11:15 GMT 2021","Wed Sep 22 13:11:16 GMT 2021","1029","todo page","New Todo","","","","should allow me to add todo items",""
"passed","Wed Sep 22 13:11:17 GMT 2021","Wed Sep 22 13:11:18 GMT 2021","682","todo page","New Todo","","","","should clear text input field when an item is added",""
"passed","Wed Sep 22 13:11:14 GMT 2021","Wed Sep 22 13:11:14 GMT 2021","331","todo page","When page is initially opened","","","","should have the heading ""todos""",""
"passed","Wed Sep 22 13:11:15 GMT 2021","Wed Sep 22 13:11:15 GMT 2021","364","todo page","No Todos","","","","should hide #main and #footer",""
"passed","Wed Sep 22 13:11:13 GMT 2021","Wed Sep 22 13:11:14 GMT 2021","472","todo page","When page is initially opened","","","","the cursor should have focus on the todo input field",""
"passed","Wed Sep 22 13:11:16 GMT 2021","Wed Sep 22 13:11:17 GMT 2021","926","todo page","New Todo","","","","adds items",""
"passed","Wed Sep 22 13:11:20 GMT 2021","Wed Sep 22 13:11:20 GMT 2021","756","todo page","New Todo","","","","should show #main and #footer when items added",""
"passed","Wed Sep 22 13:11:14 GMT 2021","Wed Sep 22 13:11:15 GMT 2021","281","todo page","When page is initially opened","","","","should display the help text ""Double-click to edit a todo"", ""Created by petehunt"", ""Part of TodoMVC""",""
