"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 08 13:38:11 GMT 2021","Wed Sep 08 13:38:12 GMT 2021","1360","","Editing","","should hide other controls when editing","","TodoMVC - React Editing should hide other controls when editing",""
"passed","Wed Sep 08 13:38:25 GMT 2021","Wed Sep 08 13:38:26 GMT 2021","1412","","Routing","","should allow me to display completed items","","TodoMVC - React Routing should allow me to display completed items",""
"passed","Wed Sep 08 13:38:01 GMT 2021","Wed Sep 08 13:38:02 GMT 2021","1681","","Mark all as completed","","should allow me to mark all items as completed","","TodoMVC - React Mark all as completed should allow me to mark all items as completed",""
"passed","Wed Sep 08 13:38:53 GMT 2021","Wed Sep 08 13:38:53 GMT 2021","381","","When page is initially opened","","should contain the todos creation field","","todo page When page is initially opened should contain the todos creation field",""
"passed","Wed Sep 08 13:38:25 GMT 2021","Wed Sep 08 13:38:26 GMT 2021","1455","","Routing","","should allow me to display active items","","TodoMVC - React Routing should allow me to display active items",""
"passed","Wed Sep 08 13:38:11 GMT 2021","Wed Sep 08 13:38:12 GMT 2021","1554","","Editing","","should cancel edits on escape","","TodoMVC - React Editing should cancel edits on escape",""
"passed","Wed Sep 08 13:37:55 GMT 2021","Wed Sep 08 13:37:55 GMT 2021","888","","New Todo","","should clear text input field when an item is added","","TodoMVC - React New Todo should clear text input field when an item is added",""
"passed","Wed Sep 08 13:38:33 GMT 2021","Wed Sep 08 13:38:34 GMT 2021","1002","","Contrast","","has good contrast with several todos","","TodoMVC - React Contrast has good contrast with several todos",""
"passed","Wed Sep 08 13:38:01 GMT 2021","Wed Sep 08 13:38:02 GMT 2021","1726","","Mark all as completed","","complete all checkbox should update state when items are completed / cleared","","TodoMVC - React Mark all as completed complete all checkbox should update state when items are completed / cleared",""
"passed","Wed Sep 08 13:38:25 GMT 2021","Wed Sep 08 13:38:26 GMT 2021","1753","","Routing","","should respect the back button","","TodoMVC - React Routing should respect the back button",""
"passed","Wed Sep 08 13:38:25 GMT 2021","Wed Sep 08 13:38:26 GMT 2021","1459","","Routing","","should highlight the currently applied filter","","TodoMVC - React Routing should highlight the currently applied filter",""
"passed","Wed Sep 08 13:38:53 GMT 2021","Wed Sep 08 13:38:53 GMT 2021","490","","When page is initially opened","","the cursor should have focus on the todo input field","","todo page When page is initially opened the cursor should have focus on the todo input field",""
"passed","Wed Sep 08 13:38:11 GMT 2021","Wed Sep 08 13:38:12 GMT 2021","1850","","Editing","","should trim entered text","","TodoMVC - React Editing should trim entered text",""
"passed","Wed Sep 08 13:38:07 GMT 2021","Wed Sep 08 13:38:08 GMT 2021","1205","","Item","","should allow me to mark items as complete","","TodoMVC - React Item should allow me to mark items as complete",""
"passed","Wed Sep 08 13:38:20 GMT 2021","Wed Sep 08 13:38:21 GMT 2021","1344","","Clear completed button","","should display the correct text","","TodoMVC - React Clear completed button should display the correct text",""
"passed","Wed Sep 08 13:37:55 GMT 2021","Wed Sep 08 13:37:55 GMT 2021","810","","New Todo","","should show #main and #footer when items added","","TodoMVC - React New Todo should show #main and #footer when items added",""
"passed","Wed Sep 08 13:38:11 GMT 2021","Wed Sep 08 13:38:12 GMT 2021","1721","","Editing","","should save edits on blur","","TodoMVC - React Editing should save edits on blur",""
"passed","Wed Sep 08 13:38:19 GMT 2021","Wed Sep 08 13:38:19 GMT 2021","876","","Counter","","should display the current number of todo items","","TodoMVC - React Counter should display the current number of todo items",""
"passed","Wed Sep 08 13:37:43 GMT 2021","Wed Sep 08 13:37:44 GMT 2021","1105","","Adding a todo item","","displays the item as as a todo","","Adding a todo item displays the item as as a todo",""
"passed","Wed Sep 08 13:38:20 GMT 2021","Wed Sep 08 13:38:21 GMT 2021","1404","","Clear completed button","","should be hidden when there are no items that are completed","","TodoMVC - React Clear completed button should be hidden when there are no items that are completed",""
"passed","Wed Sep 08 13:38:20 GMT 2021","Wed Sep 08 13:38:21 GMT 2021","1425","","Clear completed button","","should remove completed items when clicked","","TodoMVC - React Clear completed button should remove completed items when clicked",""
