"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 08 15:49:02 GMT 2021","Wed Sep 08 15:49:03 GMT 2021","1437","","Routing","","should highlight the currently applied filter","","TodoMVC - React Routing should highlight the currently applied filter",""
"passed","Wed Sep 08 15:48:47 GMT 2021","Wed Sep 08 15:48:48 GMT 2021","1706","","Editing","","should save edits on blur","","TodoMVC - React Editing should save edits on blur",""
"passed","Wed Sep 08 15:49:10 GMT 2021","Wed Sep 08 15:49:10 GMT 2021","451","","Contrast","","has good contrast when empty","","TodoMVC - React Contrast has good contrast when empty",""
"passed","Wed Sep 08 15:48:19 GMT 2021","Wed Sep 08 15:48:20 GMT 2021","1088","","Adding a todo item","","displays the item as as a todo","","Adding a todo item displays the item as as a todo",""
"passed","Wed Sep 08 15:48:47 GMT 2021","Wed Sep 08 15:48:48 GMT 2021","1569","","Editing","","should remove the item if an empty text string was entered","","TodoMVC - React Editing should remove the item if an empty text string was entered",""
"passed","Wed Sep 08 15:48:42 GMT 2021","Wed Sep 08 15:48:43 GMT 2021","1332","","Item","","should allow me to mark items as complete","","TodoMVC - React Item should allow me to mark items as complete",""
"passed","Wed Sep 08 15:48:29 GMT 2021","Wed Sep 08 15:48:29 GMT 2021","556","","When page is initially opened","","should focus on the todo input field","","TodoMVC - React When page is initially opened should focus on the todo input field",""
"passed","Wed Sep 08 15:49:34 GMT 2021","Wed Sep 08 15:49:34 GMT 2021","541","","When page is initially opened","","should have the heading ""todos""","","todo page When page is initially opened should have the heading ""todos""",""
"passed","Wed Sep 08 15:48:42 GMT 2021","Wed Sep 08 15:48:44 GMT 2021","2110","","Item","","should allow me to edit an item","","TodoMVC - React Item should allow me to edit an item",""
"passed","Wed Sep 08 15:48:30 GMT 2021","Wed Sep 08 15:48:31 GMT 2021","1325","","New Todo","","should allow me to add todo items","","TodoMVC - React New Todo should allow me to add todo items",""
"passed","Wed Sep 08 15:48:47 GMT 2021","Wed Sep 08 15:48:48 GMT 2021","1569","","Editing","","should cancel edits on escape","","TodoMVC - React Editing should cancel edits on escape",""
"passed","Wed Sep 08 15:49:02 GMT 2021","Wed Sep 08 15:49:03 GMT 2021","1707","","Routing","","should respect the back button","","TodoMVC - React Routing should respect the back button",""
"passed","Wed Sep 08 15:48:30 GMT 2021","Wed Sep 08 15:48:30 GMT 2021","899","","New Todo","","should clear text input field when an item is added","","TodoMVC - React New Todo should clear text input field when an item is added",""
"passed","Wed Sep 08 15:48:57 GMT 2021","Wed Sep 08 15:48:58 GMT 2021","1302","","Clear completed button","","should display the correct text","","TodoMVC - React Clear completed button should display the correct text",""
"passed","Wed Sep 08 15:48:28 GMT 2021","Wed Sep 08 15:48:29 GMT 2021","1261","","TodoMVC - React","","adds 2 todos","","TodoMVC - React adds 2 todos",""
"passed","Wed Sep 08 15:48:30 GMT 2021","Wed Sep 08 15:48:31 GMT 2021","1596","","New Todo","","should append new items to the bottom of the list","","TodoMVC - React New Todo should append new items to the bottom of the list",""
"passed","Wed Sep 08 15:48:37 GMT 2021","Wed Sep 08 15:48:38 GMT 2021","1673","","Mark all as completed","","should allow me to clear the complete state of all items","","TodoMVC - React Mark all as completed should allow me to clear the complete state of all items",""
"passed","Wed Sep 08 15:48:57 GMT 2021","Wed Sep 08 15:48:58 GMT 2021","1414","","Clear completed button","","should be hidden when there are no items that are completed","","TodoMVC - React Clear completed button should be hidden when there are no items that are completed",""
"passed","Wed Sep 08 15:49:02 GMT 2021","Wed Sep 08 15:49:03 GMT 2021","1445","","Routing","","should allow me to display active items","","TodoMVC - React Routing should allow me to display active items",""
"passed","Wed Sep 08 15:49:02 GMT 2021","Wed Sep 08 15:49:03 GMT 2021","1429","","Routing","","should allow me to display completed items","","TodoMVC - React Routing should allow me to display completed items",""
"passed","Wed Sep 08 15:48:37 GMT 2021","Wed Sep 08 15:48:38 GMT 2021","1536","","Mark all as completed","","should allow me to mark all items as completed","","TodoMVC - React Mark all as completed should allow me to mark all items as completed",""
"passed","Wed Sep 08 15:49:28 GMT 2021","Wed Sep 08 15:49:28 GMT 2021","633","","todo creation field","","should have the placeholder text ""What needs to be done?""","","todo creation field should have the placeholder text ""What needs to be done?""",""
"passed","Wed Sep 08 15:49:34 GMT 2021","Wed Sep 08 15:49:34 GMT 2021","676","","When page is initially opened","","should display the help text ""Double-click to edit a todo"", ""Created by petehunt"", ""Part of TodoMVC""","","todo page When page is initially opened should display the help text ""Double-click to edit a todo"", ""Created by petehunt"", ""Part of TodoMVC""",""
"passed","Wed Sep 08 15:48:30 GMT 2021","Wed Sep 08 15:48:31 GMT 2021","1342","","New Todo","","adds items","","TodoMVC - React New Todo adds items",""
"passed","Wed Sep 08 15:48:37 GMT 2021","Wed Sep 08 15:48:38 GMT 2021","1782","","Mark all as completed","","complete all checkbox should update state when items are completed / cleared","","TodoMVC - React Mark all as completed complete all checkbox should update state when items are completed / cleared",""
"passed","Wed Sep 08 15:48:30 GMT 2021","Wed Sep 08 15:48:30 GMT 2021","968","","New Todo","","should show #main and #footer when items added","","TodoMVC - React New Todo should show #main and #footer when items added",""
"passed","Wed Sep 08 15:48:30 GMT 2021","Wed Sep 08 15:48:30 GMT 2021","895","","New Todo","","should trim text input","","TodoMVC - React New Todo should trim text input",""
"passed","Wed Sep 08 15:49:34 GMT 2021","Wed Sep 08 15:49:34 GMT 2021","599","","When page is initially opened","","the cursor should have focus on the todo input field","","todo page When page is initially opened the cursor should have focus on the todo input field",""
"passed","Wed Sep 08 15:48:56 GMT 2021","Wed Sep 08 15:48:56 GMT 2021","872","","Counter","","should display the current number of todo items","","TodoMVC - React Counter should display the current number of todo items",""
"passed","Wed Sep 08 15:49:01 GMT 2021","Wed Sep 08 15:49:02 GMT 2021","1327","","Persistence","","should persist its data","","TodoMVC - React Persistence should persist its data",""
"passed","Wed Sep 08 15:48:57 GMT 2021","Wed Sep 08 15:48:58 GMT 2021","1413","","Clear completed button","","should remove completed items when clicked","","TodoMVC - React Clear completed button should remove completed items when clicked",""
"passed","Wed Sep 08 15:49:10 GMT 2021","Wed Sep 08 15:49:11 GMT 2021","1000","","Contrast","","has good contrast with several todos","","TodoMVC - React Contrast has good contrast with several todos",""
"passed","Wed Sep 08 15:48:47 GMT 2021","Wed Sep 08 15:48:48 GMT 2021","1696","","Editing","","should hide other controls when editing","","TodoMVC - React Editing should hide other controls when editing",""
"passed","Wed Sep 08 15:49:34 GMT 2021","Wed Sep 08 15:49:34 GMT 2021","511","","When page is initially opened","","should contain the todos creation field","","todo page When page is initially opened should contain the todos creation field",""
"passed","Wed Sep 08 15:48:30 GMT 2021","Wed Sep 08 15:48:30 GMT 2021","400","","No Todos","","should hide #main and #footer","","TodoMVC - React No Todos should hide #main and #footer",""
"passed","Wed Sep 08 15:48:42 GMT 2021","Wed Sep 08 15:48:43 GMT 2021","1425","","Item","","should allow me to un-mark items as complete","","TodoMVC - React Item should allow me to un-mark items as complete",""
"passed","Wed Sep 08 15:48:47 GMT 2021","Wed Sep 08 15:48:48 GMT 2021","1884","","Editing","","should trim entered text","","TodoMVC - React Editing should trim entered text",""
"passed","Wed Sep 08 15:49:02 GMT 2021","Wed Sep 08 15:49:03 GMT 2021","1588","","Routing","","should allow me to display all items","","TodoMVC - React Routing should allow me to display all items",""
