"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 22 13:52:03 GMT 2021","Wed Sep 22 13:52:03 GMT 2021","435","todo page","When page is initially opened","","","","should contain the todos creation field",""
"passed","Wed Sep 22 13:51:57 GMT 2021","Wed Sep 22 13:51:58 GMT 2021","504","","todo creation field","","","","should have the placeholder text ""What needs to be done?""",""
"passed","Wed Sep 22 13:52:04 GMT 2021","Wed Sep 22 13:52:05 GMT 2021","1155","todo page","New Todo","","","","should allow me to add todo items",""
"passed","Wed Sep 22 13:52:05 GMT 2021","Wed Sep 22 13:52:06 GMT 2021","985","todo page","New Todo","","","","adds items",""
"passed","Wed Sep 22 13:52:03 GMT 2021","Wed Sep 22 13:52:04 GMT 2021","334","todo page","No Todos","","","","should hide #main and #footer",""
"failed","Wed Sep 22 13:51:53 GMT 2021","Wed Sep 22 13:51:53 GMT 2021","220","","","","","","An uncaught error was detected outside of a test",""
"passed","Wed Sep 22 13:52:02 GMT 2021","Wed Sep 22 13:52:02 GMT 2021","410","todo page","When page is initially opened","","","","the cursor should have focus on the todo input field",""
"passed","Wed Sep 22 13:52:08 GMT 2021","Wed Sep 22 13:52:09 GMT 2021","797","todo page","New Todo","","","","should trim text input",""
"passed","Wed Sep 22 13:51:47 GMT 2021","Wed Sep 22 13:51:48 GMT 2021","826","","Adding a todo item","","","","displays the item as as a todo",""
"passed","Wed Sep 22 13:52:07 GMT 2021","Wed Sep 22 13:52:08 GMT 2021","1277","todo page","New Todo","","","","should append new items to the bottom of the list",""
"passed","Wed Sep 22 13:52:02 GMT 2021","Wed Sep 22 13:52:03 GMT 2021","454","todo page","When page is initially opened","","","","should have the heading ""todos""",""
"passed","Wed Sep 22 13:52:09 GMT 2021","Wed Sep 22 13:52:09 GMT 2021","679","todo page","New Todo","","","","should show #main and #footer when items added",""
"passed","Wed Sep 22 13:52:06 GMT 2021","Wed Sep 22 13:52:07 GMT 2021","683","todo page","New Todo","","","","should clear text input field when an item is added",""
"passed","Wed Sep 22 13:52:03 GMT 2021","Wed Sep 22 13:52:03 GMT 2021","271","todo page","When page is initially opened","","","","should display the help text ""Double-click to edit a todo"", ""Created by petehunt"", ""Part of TodoMVC""",""
