"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 21 12:11:10 GMT 2021","Tue Sep 21 12:11:11 GMT 2021","752","TodoMVC - React","New Todo","","","","should clear text input field when an item is added",""
"passed","Tue Sep 21 12:11:27 GMT 2021","Tue Sep 21 12:11:29 GMT 2021","1482","TodoMVC - React","Editing","","","","should remove the item if an empty text string was entered",""
"passed","Tue Sep 21 12:11:41 GMT 2021","Tue Sep 21 12:11:43 GMT 2021","1588","TodoMVC - React","Routing","","","","should allow me to display all items",""
"passed","Tue Sep 21 12:11:34 GMT 2021","Tue Sep 21 12:11:35 GMT 2021","1387","TodoMVC - React","Clear completed button","","","","should be hidden when there are no items that are completed",""
"passed","Tue Sep 21 12:11:13 GMT 2021","Tue Sep 21 12:11:14 GMT 2021","652","TodoMVC - React","New Todo","","","","should show #main and #footer when items added",""
"passed","Tue Sep 21 12:11:45 GMT 2021","Tue Sep 21 12:11:46 GMT 2021","1018","TodoMVC - React","Contrast","","","","has good contrast with several todos",""
"passed","Tue Sep 21 12:11:08 GMT 2021","Tue Sep 21 12:11:08 GMT 2021","347","TodoMVC - React","When page is initially opened","","","","should focus on the todo input field",""
"passed","Tue Sep 21 12:11:43 GMT 2021","Tue Sep 21 12:11:44 GMT 2021","1381","TodoMVC - React","Routing","","","","should highlight the currently applied filter",""
"passed","Tue Sep 21 12:11:18 GMT 2021","Tue Sep 21 12:11:19 GMT 2021","992","TodoMVC - React","Item","","","","should allow me to mark items as complete",""
"passed","Tue Sep 21 12:11:09 GMT 2021","Tue Sep 21 12:11:10 GMT 2021","958","TodoMVC - React","New Todo","","","","adds items",""
"passed","Tue Sep 21 12:11:37 GMT 2021","Tue Sep 21 12:11:38 GMT 2021","1387","TodoMVC - React","Routing","","","","should allow me to display active items",""
"passed","Tue Sep 21 12:11:13 GMT 2021","Tue Sep 21 12:11:13 GMT 2021","748","TodoMVC - React","New Todo","","","","should trim text input",""
"passed","Tue Sep 21 12:11:15 GMT 2021","Tue Sep 21 12:11:17 GMT 2021","1425","TodoMVC - React","Mark all as completed","","","","should allow me to clear the complete state of all items",""
"passed","Tue Sep 21 12:11:08 GMT 2021","Tue Sep 21 12:11:09 GMT 2021","1043","TodoMVC - React","New Todo","","","","should allow me to add todo items",""
"passed","Tue Sep 21 12:11:40 GMT 2021","Tue Sep 21 12:11:41 GMT 2021","1357","TodoMVC - React","Routing","","","","should allow me to display completed items",""
"passed","Tue Sep 21 12:11:38 GMT 2021","Tue Sep 21 12:11:40 GMT 2021","1775","TodoMVC - React","Routing","","","","should respect the back button",""
"passed","Tue Sep 21 12:11:14 GMT 2021","Tue Sep 21 12:11:15 GMT 2021","1293","TodoMVC - React","Mark all as completed","","","","should allow me to mark all items as completed",""
"passed","Tue Sep 21 12:11:07 GMT 2021","Tue Sep 21 12:11:08 GMT 2021","862","","TodoMVC - React","","","","adds 2 todos",""
"passed","Tue Sep 21 12:11:30 GMT 2021","Tue Sep 21 12:11:31 GMT 2021","871","TodoMVC - React","Counter","","","","should display the current number of todo items",""
"passed","Tue Sep 21 12:11:11 GMT 2021","Tue Sep 21 12:11:13 GMT 2021","1437","TodoMVC - React","New Todo","","","","should append new items to the bottom of the list",""
"passed","Tue Sep 21 12:11:01 GMT 2021","Tue Sep 21 12:11:02 GMT 2021","789","","Adding a todo item","","","","displays the item as as a todo",""
"passed","Tue Sep 21 12:11:17 GMT 2021","Tue Sep 21 12:11:18 GMT 2021","1616","TodoMVC - React","Mark all as completed","","","","complete all checkbox should update state when items are completed / cleared",""
"passed","Tue Sep 21 12:11:31 GMT 2021","Tue Sep 21 12:11:33 GMT 2021","1296","TodoMVC - React","Clear completed button","","","","should display the correct text",""
"passed","Tue Sep 21 12:12:02 GMT 2021","Tue Sep 21 12:12:03 GMT 2021","347","todo page","When page is initially opened","","","","should have the heading ""todos""",""
"passed","Tue Sep 21 12:11:36 GMT 2021","Tue Sep 21 12:11:37 GMT 2021","1291","TodoMVC - React","Persistence","","","","should persist its data",""
"passed","Tue Sep 21 12:12:03 GMT 2021","Tue Sep 21 12:12:03 GMT 2021","247","todo page","When page is initially opened","","","","should display the help text ""Double-click to edit a todo"", ""Created by petehunt"", ""Part of TodoMVC""",""
"passed","Tue Sep 21 12:11:20 GMT 2021","Tue Sep 21 12:11:21 GMT 2021","1074","TodoMVC - React","Item","","","","should allow me to un-mark items as complete",""
"passed","Tue Sep 21 12:11:24 GMT 2021","Tue Sep 21 12:11:25 GMT 2021","1742","TodoMVC - React","Editing","","","","should save edits on blur",""
"passed","Tue Sep 21 12:12:03 GMT 2021","Tue Sep 21 12:12:03 GMT 2021","424","todo page","When page is initially opened","","","","should contain the todos creation field",""
"passed","Tue Sep 21 12:11:08 GMT 2021","Tue Sep 21 12:11:08 GMT 2021","287","TodoMVC - React","No Todos","","","","should hide #main and #footer",""
"passed","Tue Sep 21 12:11:22 GMT 2021","Tue Sep 21 12:11:24 GMT 2021","1371","TodoMVC - React","Editing","","","","should hide other controls when editing",""
"passed","Tue Sep 21 12:11:33 GMT 2021","Tue Sep 21 12:11:34 GMT 2021","1425","TodoMVC - React","Clear completed button","","","","should remove completed items when clicked",""
"passed","Tue Sep 21 12:11:25 GMT 2021","Tue Sep 21 12:11:27 GMT 2021","1889","TodoMVC - React","Editing","","","","should trim entered text",""
"passed","Tue Sep 21 12:11:21 GMT 2021","Tue Sep 21 12:11:22 GMT 2021","1731","TodoMVC - React","Item","","","","should allow me to edit an item",""
"passed","Tue Sep 21 12:11:44 GMT 2021","Tue Sep 21 12:11:45 GMT 2021","444","TodoMVC - React","Contrast","","","","has good contrast when empty",""
"passed","Tue Sep 21 12:11:29 GMT 2021","Tue Sep 21 12:11:30 GMT 2021","1529","TodoMVC - React","Editing","","","","should cancel edits on escape",""
"passed","Tue Sep 21 12:11:57 GMT 2021","Tue Sep 21 12:11:58 GMT 2021","437","","todo creation field","","","","should have the placeholder text ""What needs to be done?""",""
"passed","Tue Sep 21 12:12:02 GMT 2021","Tue Sep 21 12:12:02 GMT 2021","411","todo page","When page is initially opened","","","","the cursor should have focus on the todo input field",""
