"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 08 10:43:54 GMT 2021","Wed Sep 08 10:43:55 GMT 2021","1357","","Routing","","should highlight the currently applied filter","","TodoMVC - React Routing should highlight the currently applied filter",""
"passed","Wed Sep 08 10:43:54 GMT 2021","Wed Sep 08 10:43:55 GMT 2021","1466","","Routing","","should allow me to display active items","","TodoMVC - React Routing should allow me to display active items",""
"passed","Wed Sep 08 10:43:40 GMT 2021","Wed Sep 08 10:43:41 GMT 2021","1647","","Editing","","should save edits on blur","","TodoMVC - React Editing should save edits on blur",""
"passed","Wed Sep 08 10:43:40 GMT 2021","Wed Sep 08 10:43:41 GMT 2021","1839","","Editing","","should trim entered text","","TodoMVC - React Editing should trim entered text",""
"passed","Wed Sep 08 10:43:24 GMT 2021","Wed Sep 08 10:43:24 GMT 2021","847","","New Todo","","should clear text input field when an item is added","","TodoMVC - React New Todo should clear text input field when an item is added",""
"passed","Wed Sep 08 10:43:54 GMT 2021","Wed Sep 08 10:43:55 GMT 2021","1344","","Routing","","should allow me to display completed items","","TodoMVC - React Routing should allow me to display completed items",""
"passed","Wed Sep 08 10:43:36 GMT 2021","Wed Sep 08 10:43:37 GMT 2021","1182","","Item","","should allow me to mark items as complete","","TodoMVC - React Item should allow me to mark items as complete",""
"passed","Wed Sep 08 10:43:24 GMT 2021","Wed Sep 08 10:43:24 GMT 2021","848","","New Todo","","should trim text input","","TodoMVC - React New Todo should trim text input",""
"passed","Wed Sep 08 10:43:36 GMT 2021","Wed Sep 08 10:43:37 GMT 2021","1176","","Item","","should allow me to un-mark items as complete","","TodoMVC - React Item should allow me to un-mark items as complete",""
"passed","Wed Sep 08 10:43:40 GMT 2021","Wed Sep 08 10:43:41 GMT 2021","1498","","Editing","","should cancel edits on escape","","TodoMVC - React Editing should cancel edits on escape",""
