"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 07 16:28:12 GMT 2021","Tue Sep 07 16:28:13 GMT 2021","1259","","Item","","should allow me to mark items as complete","","TodoMVC - React Item should allow me to mark items as complete",""
"passed","Tue Sep 07 16:28:31 GMT 2021","Tue Sep 07 16:28:32 GMT 2021","1500","","Routing","","should allow me to display active items","","TodoMVC - React Routing should allow me to display active items",""
"passed","Tue Sep 07 16:28:16 GMT 2021","Tue Sep 07 16:28:17 GMT 2021","1752","","Editing","","should save edits on blur","","TodoMVC - React Editing should save edits on blur",""
"passed","Tue Sep 07 16:28:00 GMT 2021","Tue Sep 07 16:28:01 GMT 2021","1382","","New Todo","","should allow me to add todo items","","TodoMVC - React New Todo should allow me to add todo items",""
"passed","Tue Sep 07 16:28:07 GMT 2021","Tue Sep 07 16:28:08 GMT 2021","1590","","Mark all as completed","","should allow me to mark all items as completed","","TodoMVC - React Mark all as completed should allow me to mark all items as completed",""
"passed","Tue Sep 07 16:28:00 GMT 2021","Tue Sep 07 16:28:00 GMT 2021","889","","New Todo","","should clear text input field when an item is added","","TodoMVC - React New Todo should clear text input field when an item is added",""
"passed","Tue Sep 07 16:28:25 GMT 2021","Tue Sep 07 16:28:26 GMT 2021","1405","","Clear completed button","","should remove completed items when clicked","","TodoMVC - React Clear completed button should remove completed items when clicked",""
"passed","Tue Sep 07 16:28:24 GMT 2021","Tue Sep 07 16:28:24 GMT 2021","908","","Counter","","should display the current number of todo items","","TodoMVC - React Counter should display the current number of todo items",""
"passed","Tue Sep 07 16:28:25 GMT 2021","Tue Sep 07 16:28:26 GMT 2021","1348","","Clear completed button","","should display the correct text","","TodoMVC - React Clear completed button should display the correct text",""
"passed","Tue Sep 07 16:28:31 GMT 2021","Tue Sep 07 16:28:32 GMT 2021","1653","","Routing","","should respect the back button","","TodoMVC - React Routing should respect the back button",""
"passed","Tue Sep 07 16:28:07 GMT 2021","Tue Sep 07 16:28:08 GMT 2021","1758","","Mark all as completed","","complete all checkbox should update state when items are completed / cleared","","TodoMVC - React Mark all as completed complete all checkbox should update state when items are completed / cleared",""
"passed","Tue Sep 07 16:28:16 GMT 2021","Tue Sep 07 16:28:17 GMT 2021","1994","","Editing","","should trim entered text","","TodoMVC - React Editing should trim entered text",""
"passed","Tue Sep 07 16:28:07 GMT 2021","Tue Sep 07 16:28:08 GMT 2021","1656","","Mark all as completed","","should allow me to clear the complete state of all items","","TodoMVC - React Mark all as completed should allow me to clear the complete state of all items",""
"passed","Tue Sep 07 16:27:57 GMT 2021","Tue Sep 07 16:27:58 GMT 2021","1407","","TodoMVC - React","","adds 2 todos","","TodoMVC - React adds 2 todos",""
"passed","Tue Sep 07 16:28:12 GMT 2021","Tue Sep 07 16:28:13 GMT 2021","1149","","Item","","should allow me to un-mark items as complete","","TodoMVC - React Item should allow me to un-mark items as complete",""
"passed","Tue Sep 07 16:28:31 GMT 2021","Tue Sep 07 16:28:32 GMT 2021","1400","","Routing","","should highlight the currently applied filter","","TodoMVC - React Routing should highlight the currently applied filter",""
"passed","Tue Sep 07 16:28:39 GMT 2021","Tue Sep 07 16:28:39 GMT 2021","446","","Contrast","","has good contrast when empty","","TodoMVC - React Contrast has good contrast when empty",""
