"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 15 12:35:55 GMT 2021","Wed Sep 15 12:35:56 GMT 2021","1109","","TodoMVC - React","","adds 2 todos","","TodoMVC - React adds 2 todos",""
"passed","Wed Sep 15 12:35:57 GMT 2021","Wed Sep 15 12:35:58 GMT 2021","1123","","New Todo","","should allow me to add todo items","","TodoMVC - React New Todo should allow me to add todo items",""
"passed","Wed Sep 15 12:36:25 GMT 2021","Wed Sep 15 12:36:26 GMT 2021","1681","","Routing","","should respect the back button","","TodoMVC - React Routing should respect the back button",""
"passed","Wed Sep 15 12:36:07 GMT 2021","Wed Sep 15 12:36:07 GMT 2021","997","","Item","","should allow me to un-mark items as complete","","TodoMVC - React Item should allow me to un-mark items as complete",""
"passed","Wed Sep 15 12:35:56 GMT 2021","Wed Sep 15 12:35:56 GMT 2021","323","","When page is initially opened","","should focus on the todo input field","","TodoMVC - React When page is initially opened should focus on the todo input field",""
"passed","Wed Sep 15 12:36:25 GMT 2021","Wed Sep 15 12:36:26 GMT 2021","1382","","Routing","","should allow me to display active items","","TodoMVC - React Routing should allow me to display active items",""
"passed","Wed Sep 15 12:35:57 GMT 2021","Wed Sep 15 12:35:57 GMT 2021","699","","New Todo","","should show #main and #footer when items added","","TodoMVC - React New Todo should show #main and #footer when items added",""
"passed","Wed Sep 15 12:35:48 GMT 2021","Wed Sep 15 12:35:48 GMT 2021","894","","Adding a todo item","","displays the item as as a todo","","Adding a todo item displays the item as as a todo",""
"passed","Wed Sep 15 12:36:46 GMT 2021","Wed Sep 15 12:36:46 GMT 2021","484","","todo creation field","","should have the placeholder text ""What needs to be done?""","","todo creation field should have the placeholder text ""What needs to be done?""",""
"passed","Wed Sep 15 12:36:19 GMT 2021","Wed Sep 15 12:36:20 GMT 2021","1383","","Clear completed button","","should remove completed items when clicked","","TodoMVC - React Clear completed button should remove completed items when clicked",""
"passed","Wed Sep 15 12:36:23 GMT 2021","Wed Sep 15 12:36:24 GMT 2021","1246","","Persistence","","should persist its data","","TodoMVC - React Persistence should persist its data",""
"passed","Wed Sep 15 12:36:25 GMT 2021","Wed Sep 15 12:36:26 GMT 2021","1365","","Routing","","should allow me to display completed items","","TodoMVC - React Routing should allow me to display completed items",""
"passed","Wed Sep 15 12:36:19 GMT 2021","Wed Sep 15 12:36:20 GMT 2021","1348","","Clear completed button","","should be hidden when there are no items that are completed","","TodoMVC - React Clear completed button should be hidden when there are no items that are completed",""
"passed","Wed Sep 15 12:36:51 GMT 2021","Wed Sep 15 12:36:51 GMT 2021","427","","When page is initially opened","","the cursor should have focus on the todo input field","","todo page When page is initially opened the cursor should have focus on the todo input field",""
"passed","Wed Sep 15 12:35:56 GMT 2021","Wed Sep 15 12:35:56 GMT 2021","264","","No Todos","","should hide #main and #footer","","TodoMVC - React No Todos should hide #main and #footer",""
"passed","Wed Sep 15 12:36:19 GMT 2021","Wed Sep 15 12:36:20 GMT 2021","1345","","Clear completed button","","should display the correct text","","TodoMVC - React Clear completed button should display the correct text",""
"passed","Wed Sep 15 12:36:11 GMT 2021","Wed Sep 15 12:36:12 GMT 2021","1684","","Editing","","should save edits on blur","","TodoMVC - React Editing should save edits on blur",""
"passed","Wed Sep 15 12:35:57 GMT 2021","Wed Sep 15 12:35:58 GMT 2021","1247","","New Todo","","should append new items to the bottom of the list","","TodoMVC - React New Todo should append new items to the bottom of the list",""
"passed","Wed Sep 15 12:35:57 GMT 2021","Wed Sep 15 12:35:57 GMT 2021","659","","New Todo","","should clear text input field when an item is added","","TodoMVC - React New Todo should clear text input field when an item is added",""
"passed","Wed Sep 15 12:36:51 GMT 2021","Wed Sep 15 12:36:51 GMT 2021","313","","When page is initially opened","","should have the heading ""todos""","","todo page When page is initially opened should have the heading ""todos""",""
"passed","Wed Sep 15 12:36:51 GMT 2021","Wed Sep 15 12:36:51 GMT 2021","248","","When page is initially opened","","should display the help text ""Double-click to edit a todo"", ""Created by petehunt"", ""Part of TodoMVC""","","todo page When page is initially opened should display the help text ""Double-click to edit a todo"", ""Created by petehunt"", ""Part of TodoMVC""",""
"passed","Wed Sep 15 12:36:11 GMT 2021","Wed Sep 15 12:36:12 GMT 2021","1448","","Editing","","should remove the item if an empty text string was entered","","TodoMVC - React Editing should remove the item if an empty text string was entered",""
"passed","Wed Sep 15 12:36:07 GMT 2021","Wed Sep 15 12:36:08 GMT 2021","1755","","Item","","should allow me to edit an item","","TodoMVC - React Item should allow me to edit an item",""
"passed","Wed Sep 15 12:36:02 GMT 2021","Wed Sep 15 12:36:03 GMT 2021","1409","","Mark all as completed","","should allow me to mark all items as completed","","TodoMVC - React Mark all as completed should allow me to mark all items as completed",""
"passed","Wed Sep 15 12:36:02 GMT 2021","Wed Sep 15 12:36:03 GMT 2021","1460","","Mark all as completed","","complete all checkbox should update state when items are completed / cleared","","TodoMVC - React Mark all as completed complete all checkbox should update state when items are completed / cleared",""
"passed","Wed Sep 15 12:36:51 GMT 2021","Wed Sep 15 12:36:51 GMT 2021","384","","When page is initially opened","","should contain the todos creation field","","todo page When page is initially opened should contain the todos creation field",""
"passed","Wed Sep 15 12:36:25 GMT 2021","Wed Sep 15 12:36:26 GMT 2021","1519","","Routing","","should allow me to display all items","","TodoMVC - React Routing should allow me to display all items",""
"passed","Wed Sep 15 12:36:11 GMT 2021","Wed Sep 15 12:36:12 GMT 2021","1519","","Editing","","should cancel edits on escape","","TodoMVC - React Editing should cancel edits on escape",""
"passed","Wed Sep 15 12:36:07 GMT 2021","Wed Sep 15 12:36:08 GMT 2021","1004","","Item","","should allow me to mark items as complete","","TodoMVC - React Item should allow me to mark items as complete",""
"passed","Wed Sep 15 12:36:32 GMT 2021","Wed Sep 15 12:36:32 GMT 2021","969","","Contrast","","has good contrast with several todos","","TodoMVC - React Contrast has good contrast with several todos",""
"passed","Wed Sep 15 12:36:02 GMT 2021","Wed Sep 15 12:36:03 GMT 2021","1394","","Mark all as completed","","should allow me to clear the complete state of all items","","TodoMVC - React Mark all as completed should allow me to clear the complete state of all items",""
"passed","Wed Sep 15 12:35:57 GMT 2021","Wed Sep 15 12:35:57 GMT 2021","929","","New Todo","","adds items","","TodoMVC - React New Todo adds items",""
"passed","Wed Sep 15 12:36:25 GMT 2021","Wed Sep 15 12:36:26 GMT 2021","1422","","Routing","","should highlight the currently applied filter","","TodoMVC - React Routing should highlight the currently applied filter",""
"passed","Wed Sep 15 12:35:57 GMT 2021","Wed Sep 15 12:35:57 GMT 2021","883","","New Todo","","should trim text input","","TodoMVC - React New Todo should trim text input",""
"passed","Wed Sep 15 12:36:11 GMT 2021","Wed Sep 15 12:36:12 GMT 2021","1907","","Editing","","should trim entered text","","TodoMVC - React Editing should trim entered text",""
"passed","Wed Sep 15 12:36:11 GMT 2021","Wed Sep 15 12:36:12 GMT 2021","1299","","Editing","","should hide other controls when editing","","TodoMVC - React Editing should hide other controls when editing",""
"passed","Wed Sep 15 12:36:32 GMT 2021","Wed Sep 15 12:36:32 GMT 2021","528","","Contrast","","has good contrast when empty","","TodoMVC - React Contrast has good contrast when empty",""
"passed","Wed Sep 15 12:36:18 GMT 2021","Wed Sep 15 12:36:18 GMT 2021","813","","Counter","","should display the current number of todo items","","TodoMVC - React Counter should display the current number of todo items",""
