"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 08 10:06:56 GMT 2021","Wed Sep 08 10:06:57 GMT 2021","1206","","New Todo","","should allow me to add todo items","","TodoMVC - React New Todo should allow me to add todo items",""
"passed","Wed Sep 08 10:07:11 GMT 2021","Wed Sep 08 10:07:12 GMT 2021","1682","","Editing","","should trim entered text","","TodoMVC - React Editing should trim entered text",""
"passed","Wed Sep 08 10:07:24 GMT 2021","Wed Sep 08 10:07:25 GMT 2021","1272","","Routing","","should allow me to display completed items","","TodoMVC - React Routing should allow me to display completed items",""
"passed","Wed Sep 08 10:07:07 GMT 2021","Wed Sep 08 10:07:08 GMT 2021","1768","","Item","","should allow me to edit an item","","TodoMVC - React Item should allow me to edit an item",""
"passed","Wed Sep 08 10:07:46 GMT 2021","Wed Sep 08 10:07:46 GMT 2021","360","","When page is initially opened","","the cursor should have focus on the todo input field","","todo page When page is initially opened the cursor should have focus on the todo input field",""
"passed","Wed Sep 08 10:07:07 GMT 2021","Wed Sep 08 10:07:08 GMT 2021","1048","","Item","","should allow me to mark items as complete","","TodoMVC - React Item should allow me to mark items as complete",""
"passed","Wed Sep 08 10:07:24 GMT 2021","Wed Sep 08 10:07:25 GMT 2021","1338","","Routing","","should allow me to display active items","","TodoMVC - React Routing should allow me to display active items",""
"passed","Wed Sep 08 10:07:31 GMT 2021","Wed Sep 08 10:07:31 GMT 2021","351","","Contrast","","has good contrast when empty","","TodoMVC - React Contrast has good contrast when empty",""
"passed","Wed Sep 08 10:07:11 GMT 2021","Wed Sep 08 10:07:12 GMT 2021","1628","","Editing","","should save edits on blur","","TodoMVC - React Editing should save edits on blur",""
"passed","Wed Sep 08 10:07:24 GMT 2021","Wed Sep 08 10:07:25 GMT 2021","1388","","Routing","","should allow me to display all items","","TodoMVC - React Routing should allow me to display all items",""
"passed","Wed Sep 08 10:06:56 GMT 2021","Wed Sep 08 10:06:56 GMT 2021","797","","New Todo","","should clear text input field when an item is added","","TodoMVC - React New Todo should clear text input field when an item is added",""
"passed","Wed Sep 08 10:07:07 GMT 2021","Wed Sep 08 10:07:08 GMT 2021","1084","","Item","","should allow me to un-mark items as complete","","TodoMVC - React Item should allow me to un-mark items as complete",""
