"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 08 07:52:33 GMT 2021","Wed Sep 08 07:52:33 GMT 2021","385","","Contrast","","has good contrast when empty","","TodoMVC - React Contrast has good contrast when empty",""
"passed","Wed Sep 08 07:51:53 GMT 2021","Wed Sep 08 07:51:54 GMT 2021","1486","","New Todo","","should append new items to the bottom of the list","","TodoMVC - React New Todo should append new items to the bottom of the list",""
"passed","Wed Sep 08 07:52:10 GMT 2021","Wed Sep 08 07:52:12 GMT 2021","2115","","Editing","","should save edits on blur","","TodoMVC - React Editing should save edits on blur",""
"passed","Wed Sep 08 07:52:05 GMT 2021","Wed Sep 08 07:52:06 GMT 2021","1996","","Item","","should allow me to edit an item","","TodoMVC - React Item should allow me to edit an item",""
"passed","Wed Sep 08 07:51:53 GMT 2021","Wed Sep 08 07:51:53 GMT 2021","920","","New Todo","","should trim text input","","TodoMVC - React New Todo should trim text input",""
"passed","Wed Sep 08 07:51:53 GMT 2021","Wed Sep 08 07:51:53 GMT 2021","380","","No Todos","","should hide #main and #footer","","TodoMVC - React No Todos should hide #main and #footer",""
"passed","Wed Sep 08 07:51:53 GMT 2021","Wed Sep 08 07:51:54 GMT 2021","1139","","New Todo","","should allow me to add todo items","","TodoMVC - React New Todo should allow me to add todo items",""
"passed","Wed Sep 08 07:52:33 GMT 2021","Wed Sep 08 07:52:34 GMT 2021","1010","","Contrast","","has good contrast with several todos","","TodoMVC - React Contrast has good contrast with several todos",""
"passed","Wed Sep 08 07:51:53 GMT 2021","Wed Sep 08 07:51:54 GMT 2021","1208","","New Todo","","adds items","","TodoMVC - React New Todo adds items",""
"passed","Wed Sep 08 07:51:53 GMT 2021","Wed Sep 08 07:51:53 GMT 2021","732","","New Todo","","should show #main and #footer when items added","","TodoMVC - React New Todo should show #main and #footer when items added",""
"passed","Wed Sep 08 07:52:53 GMT 2021","Wed Sep 08 07:52:53 GMT 2021","353","","When page is initially opened","","should display the help text ""Double-click to edit a todo"", ""Created by petehunt"", ""Part of TodoMVC""","","todo page When page is initially opened should display the help text ""Double-click to edit a todo"", ""Created by petehunt"", ""Part of TodoMVC""",""
"passed","Wed Sep 08 07:52:25 GMT 2021","Wed Sep 08 07:52:26 GMT 2021","1472","","Routing","","should allow me to display all items","","TodoMVC - React Routing should allow me to display all items",""
"passed","Wed Sep 08 07:51:51 GMT 2021","Wed Sep 08 07:51:51 GMT 2021","933","","TodoMVC - React","","adds 2 todos","","TodoMVC - React adds 2 todos",""
"passed","Wed Sep 08 07:52:25 GMT 2021","Wed Sep 08 07:52:26 GMT 2021","1325","","Routing","","should allow me to display active items","","TodoMVC - React Routing should allow me to display active items",""
"passed","Wed Sep 08 07:51:53 GMT 2021","Wed Sep 08 07:51:53 GMT 2021","886","","New Todo","","should clear text input field when an item is added","","TodoMVC - React New Todo should clear text input field when an item is added",""
"passed","Wed Sep 08 07:52:53 GMT 2021","Wed Sep 08 07:52:53 GMT 2021","598","","When page is initially opened","","the cursor should have focus on the todo input field","","todo page When page is initially opened the cursor should have focus on the todo input field",""
"passed","Wed Sep 08 07:52:53 GMT 2021","Wed Sep 08 07:52:53 GMT 2021","497","","When page is initially opened","","should contain the todos creation field","","todo page When page is initially opened should contain the todos creation field",""
"passed","Wed Sep 08 07:52:20 GMT 2021","Wed Sep 08 07:52:21 GMT 2021","1576","","Clear completed button","","should display the correct text","","TodoMVC - React Clear completed button should display the correct text",""
"passed","Wed Sep 08 07:52:00 GMT 2021","Wed Sep 08 07:52:01 GMT 2021","1590","","Mark all as completed","","should allow me to mark all items as completed","","TodoMVC - React Mark all as completed should allow me to mark all items as completed",""
"passed","Wed Sep 08 07:52:00 GMT 2021","Wed Sep 08 07:52:01 GMT 2021","1671","","Mark all as completed","","complete all checkbox should update state when items are completed / cleared","","TodoMVC - React Mark all as completed complete all checkbox should update state when items are completed / cleared",""
"passed","Wed Sep 08 07:52:19 GMT 2021","Wed Sep 08 07:52:20 GMT 2021","1079","","Counter","","should display the current number of todo items","","TodoMVC - React Counter should display the current number of todo items",""
"passed","Wed Sep 08 07:52:24 GMT 2021","Wed Sep 08 07:52:25 GMT 2021","1089","","Persistence","","should persist its data","","TodoMVC - React Persistence should persist its data",""
"passed","Wed Sep 08 07:52:20 GMT 2021","Wed Sep 08 07:52:21 GMT 2021","1320","","Clear completed button","","should remove completed items when clicked","","TodoMVC - React Clear completed button should remove completed items when clicked",""
"passed","Wed Sep 08 07:52:25 GMT 2021","Wed Sep 08 07:52:26 GMT 2021","1716","","Routing","","should respect the back button","","TodoMVC - React Routing should respect the back button",""
"passed","Wed Sep 08 07:52:05 GMT 2021","Wed Sep 08 07:52:06 GMT 2021","1553","","Item","","should allow me to un-mark items as complete","","TodoMVC - React Item should allow me to un-mark items as complete",""
"passed","Wed Sep 08 07:52:53 GMT 2021","Wed Sep 08 07:52:53 GMT 2021","383","","When page is initially opened","","should have the heading ""todos""","","todo page When page is initially opened should have the heading ""todos""",""
"passed","Wed Sep 08 07:52:20 GMT 2021","Wed Sep 08 07:52:21 GMT 2021","1300","","Clear completed button","","should be hidden when there are no items that are completed","","TodoMVC - React Clear completed button should be hidden when there are no items that are completed",""
"passed","Wed Sep 08 07:52:00 GMT 2021","Wed Sep 08 07:52:01 GMT 2021","1761","","Mark all as completed","","should allow me to clear the complete state of all items","","TodoMVC - React Mark all as completed should allow me to clear the complete state of all items",""
"passed","Wed Sep 08 07:51:52 GMT 2021","Wed Sep 08 07:51:52 GMT 2021","384","","When page is initially opened","","should focus on the todo input field","","TodoMVC - React When page is initially opened should focus on the todo input field",""
"passed","Wed Sep 08 07:52:10 GMT 2021","Wed Sep 08 07:52:12 GMT 2021","2161","","Editing","","should trim entered text","","TodoMVC - React Editing should trim entered text",""
"passed","Wed Sep 08 07:52:25 GMT 2021","Wed Sep 08 07:52:26 GMT 2021","1322","","Routing","","should highlight the currently applied filter","","TodoMVC - React Routing should highlight the currently applied filter",""
"passed","Wed Sep 08 07:52:10 GMT 2021","Wed Sep 08 07:52:11 GMT 2021","1732","","Editing","","should remove the item if an empty text string was entered","","TodoMVC - React Editing should remove the item if an empty text string was entered",""
"passed","Wed Sep 08 07:52:48 GMT 2021","Wed Sep 08 07:52:48 GMT 2021","552","","todo creation field","","should have the placeholder text ""What needs to be done?""","","todo creation field should have the placeholder text ""What needs to be done?""",""
"passed","Wed Sep 08 07:51:46 GMT 2021","Wed Sep 08 07:51:46 GMT 2021","812","","Adding a todo item","","displays the item as as a todo","","Adding a todo item displays the item as as a todo",""
"passed","Wed Sep 08 07:52:10 GMT 2021","Wed Sep 08 07:52:11 GMT 2021","1378","","Editing","","should hide other controls when editing","","TodoMVC - React Editing should hide other controls when editing",""
"passed","Wed Sep 08 07:52:10 GMT 2021","Wed Sep 08 07:52:11 GMT 2021","1816","","Editing","","should cancel edits on escape","","TodoMVC - React Editing should cancel edits on escape",""
"passed","Wed Sep 08 07:52:05 GMT 2021","Wed Sep 08 07:52:06 GMT 2021","1309","","Item","","should allow me to mark items as complete","","TodoMVC - React Item should allow me to mark items as complete",""
"passed","Wed Sep 08 07:52:25 GMT 2021","Wed Sep 08 07:52:26 GMT 2021","1299","","Routing","","should allow me to display completed items","","TodoMVC - React Routing should allow me to display completed items",""
