"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 22 13:18:07 GMT 2021","Wed Sep 22 13:18:07 GMT 2021","360","todo page","No Todos","","","","should hide #main and #footer",""
"passed","Wed Sep 22 13:18:10 GMT 2021","Wed Sep 22 13:18:12 GMT 2021","1384","todo page","New Todo","","","","should append new items to the bottom of the list",""
"passed","Wed Sep 22 13:18:00 GMT 2021","Wed Sep 22 13:18:00 GMT 2021","676","","todo creation field","","","","should have the placeholder text ""What needs to be done?""",""
"passed","Wed Sep 22 13:18:13 GMT 2021","Wed Sep 22 13:18:13 GMT 2021","733","todo page","New Todo","","","","should show #main and #footer when items added",""
"passed","Wed Sep 22 13:18:12 GMT 2021","Wed Sep 22 13:18:13 GMT 2021","837","todo page","New Todo","","","","should trim text input",""
"passed","Wed Sep 22 13:18:06 GMT 2021","Wed Sep 22 13:18:07 GMT 2021","493","todo page","When page is initially opened","","","","should contain the todos creation field",""
"passed","Wed Sep 22 13:18:05 GMT 2021","Wed Sep 22 13:18:06 GMT 2021","640","todo page","When page is initially opened","","","","the cursor should have focus on the todo input field",""
"passed","Wed Sep 22 13:18:07 GMT 2021","Wed Sep 22 13:18:07 GMT 2021","356","todo page","When page is initially opened","","","","should display the help text ""Double-click to edit a todo"", ""Created by petehunt"", ""Part of TodoMVC""",""
"passed","Wed Sep 22 13:18:10 GMT 2021","Wed Sep 22 13:18:10 GMT 2021","767","todo page","New Todo","","","","should clear text input field when an item is added",""
"passed","Wed Sep 22 13:18:09 GMT 2021","Wed Sep 22 13:18:10 GMT 2021","1082","todo page","New Todo","","","","adds items",""
"passed","Wed Sep 22 13:18:06 GMT 2021","Wed Sep 22 13:18:06 GMT 2021","492","todo page","When page is initially opened","","","","should have the heading ""todos""",""
"passed","Wed Sep 22 13:18:07 GMT 2021","Wed Sep 22 13:18:09 GMT 2021","1162","todo page","New Todo","","","","should allow me to add todo items",""
"passed","Wed Sep 22 13:17:51 GMT 2021","Wed Sep 22 13:17:52 GMT 2021","882","","Adding a todo item","","","","displays the item as as a todo",""
