"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 15 10:42:15 GMT 2021","Wed Sep 15 10:42:16 GMT 2021","1184","","New Todo","","should append new items to the bottom of the list","","TodoMVC - React New Todo should append new items to the bottom of the list",""
"passed","Wed Sep 15 10:42:14 GMT 2021","Wed Sep 15 10:42:14 GMT 2021","908","","TodoMVC - React","","adds 2 todos","","TodoMVC - React adds 2 todos",""
"passed","Wed Sep 15 10:42:24 GMT 2021","Wed Sep 15 10:42:24 GMT 2021","973","","Item","","should allow me to mark items as complete","","TodoMVC - React Item should allow me to mark items as complete",""
"passed","Wed Sep 15 10:42:24 GMT 2021","Wed Sep 15 10:42:24 GMT 2021","976","","Item","","should allow me to un-mark items as complete","","TodoMVC - React Item should allow me to un-mark items as complete",""
"passed","Wed Sep 15 10:42:41 GMT 2021","Wed Sep 15 10:42:42 GMT 2021","1641","","Routing","","should respect the back button","","TodoMVC - React Routing should respect the back button",""
"passed","Wed Sep 15 10:42:24 GMT 2021","Wed Sep 15 10:42:25 GMT 2021","1686","","Item","","should allow me to edit an item","","TodoMVC - React Item should allow me to edit an item",""
"passed","Wed Sep 15 10:42:28 GMT 2021","Wed Sep 15 10:42:29 GMT 2021","1254","","Editing","","should hide other controls when editing","","TodoMVC - React Editing should hide other controls when editing",""
"passed","Wed Sep 15 10:42:36 GMT 2021","Wed Sep 15 10:42:37 GMT 2021","1228","","Clear completed button","","should display the correct text","","TodoMVC - React Clear completed button should display the correct text",""
"passed","Wed Sep 15 10:42:15 GMT 2021","Wed Sep 15 10:42:15 GMT 2021","604","","New Todo","","should clear text input field when an item is added","","TodoMVC - React New Todo should clear text input field when an item is added",""
"passed","Wed Sep 15 10:42:15 GMT 2021","Wed Sep 15 10:42:15 GMT 2021","874","","New Todo","","adds items","","TodoMVC - React New Todo adds items",""
