"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 07 15:44:48 GMT 2021","Tue Sep 07 15:44:49 GMT 2021","1210","","Editing","","should hide other controls when editing","","TodoMVC - React Editing should hide other controls when editing",""
"passed","Tue Sep 07 15:44:40 GMT 2021","Tue Sep 07 15:44:41 GMT 2021","1418","","Mark all as completed","","should allow me to mark all items as completed","","TodoMVC - React Mark all as completed should allow me to mark all items as completed",""
"passed","Tue Sep 07 15:45:01 GMT 2021","Tue Sep 07 15:45:02 GMT 2021","1272","","Routing","","should allow me to display completed items","","TodoMVC - React Routing should allow me to display completed items",""
"passed","Tue Sep 07 15:45:22 GMT 2021","Tue Sep 07 15:45:22 GMT 2021","644","","todo creation field","","should have the placeholder text ""What needs to be done?""","","todo creation field should have the placeholder text ""What needs to be done?""",""
"passed","Tue Sep 07 15:45:27 GMT 2021","Tue Sep 07 15:45:27 GMT 2021","200","","When page is initially opened","","should display the help text ""Double-click to edit a todo"", ""Created by petehunt"", ""Part of TodoMVC""","","todo page When page is initially opened should display the help text ""Double-click to edit a todo"", ""Created by petehunt"", ""Part of TodoMVC""",""
"passed","Tue Sep 07 15:44:24 GMT 2021","Tue Sep 07 15:44:25 GMT 2021","1106","","Adding a todo item","","displays the item as as a todo","","Adding a todo item displays the item as as a todo",""
"passed","Tue Sep 07 15:44:34 GMT 2021","Tue Sep 07 15:44:35 GMT 2021","1104","","New Todo","","adds items","","TodoMVC - React New Todo adds items",""
"passed","Tue Sep 07 15:45:01 GMT 2021","Tue Sep 07 15:45:02 GMT 2021","1430","","Routing","","should allow me to display all items","","TodoMVC - React Routing should allow me to display all items",""
"passed","Tue Sep 07 15:44:48 GMT 2021","Tue Sep 07 15:44:49 GMT 2021","1404","","Editing","","should cancel edits on escape","","TodoMVC - React Editing should cancel edits on escape",""
"passed","Tue Sep 07 15:45:08 GMT 2021","Tue Sep 07 15:45:08 GMT 2021","363","","Contrast","","has good contrast when empty","","TodoMVC - React Contrast has good contrast when empty",""
"passed","Tue Sep 07 15:44:44 GMT 2021","Tue Sep 07 15:44:45 GMT 2021","1648","","Item","","should allow me to edit an item","","TodoMVC - React Item should allow me to edit an item",""
"passed","Tue Sep 07 15:44:40 GMT 2021","Tue Sep 07 15:44:41 GMT 2021","1494","","Mark all as completed","","should allow me to clear the complete state of all items","","TodoMVC - React Mark all as completed should allow me to clear the complete state of all items",""
"passed","Tue Sep 07 15:45:00 GMT 2021","Tue Sep 07 15:45:01 GMT 2021","1118","","Persistence","","should persist its data","","TodoMVC - React Persistence should persist its data",""
"passed","Tue Sep 07 15:45:27 GMT 2021","Tue Sep 07 15:45:27 GMT 2021","419","","When page is initially opened","","the cursor should have focus on the todo input field","","todo page When page is initially opened the cursor should have focus on the todo input field",""
"passed","Tue Sep 07 15:44:55 GMT 2021","Tue Sep 07 15:44:55 GMT 2021","796","","Counter","","should display the current number of todo items","","TodoMVC - React Counter should display the current number of todo items",""
"passed","Tue Sep 07 15:44:34 GMT 2021","Tue Sep 07 15:44:35 GMT 2021","1424","","New Todo","","should append new items to the bottom of the list","","TodoMVC - React New Todo should append new items to the bottom of the list",""
"passed","Tue Sep 07 15:45:08 GMT 2021","Tue Sep 07 15:45:08 GMT 2021","856","","Contrast","","has good contrast with several todos","","TodoMVC - React Contrast has good contrast with several todos",""
"passed","Tue Sep 07 15:45:01 GMT 2021","Tue Sep 07 15:45:02 GMT 2021","1290","","Routing","","should highlight the currently applied filter","","TodoMVC - React Routing should highlight the currently applied filter",""
"passed","Tue Sep 07 15:44:48 GMT 2021","Tue Sep 07 15:44:49 GMT 2021","1371","","Editing","","should remove the item if an empty text string was entered","","TodoMVC - React Editing should remove the item if an empty text string was entered",""
"passed","Tue Sep 07 15:44:48 GMT 2021","Tue Sep 07 15:44:49 GMT 2021","1782","","Editing","","should trim entered text","","TodoMVC - React Editing should trim entered text",""
"passed","Tue Sep 07 15:44:33 GMT 2021","Tue Sep 07 15:44:33 GMT 2021","319","","No Todos","","should hide #main and #footer","","TodoMVC - React No Todos should hide #main and #footer",""
"passed","Tue Sep 07 15:45:27 GMT 2021","Tue Sep 07 15:45:27 GMT 2021","333","","When page is initially opened","","should contain the todos creation field","","todo page When page is initially opened should contain the todos creation field",""
"passed","Tue Sep 07 15:44:34 GMT 2021","Tue Sep 07 15:44:35 GMT 2021","1132","","New Todo","","should allow me to add todo items","","TodoMVC - React New Todo should allow me to add todo items",""
"passed","Tue Sep 07 15:44:56 GMT 2021","Tue Sep 07 15:44:57 GMT 2021","1262","","Clear completed button","","should remove completed items when clicked","","TodoMVC - React Clear completed button should remove completed items when clicked",""
"passed","Tue Sep 07 15:45:27 GMT 2021","Tue Sep 07 15:45:27 GMT 2021","296","","When page is initially opened","","should have the heading ""todos""","","todo page When page is initially opened should have the heading ""todos""",""
"passed","Tue Sep 07 15:44:56 GMT 2021","Tue Sep 07 15:44:57 GMT 2021","1252","","Clear completed button","","should be hidden when there are no items that are completed","","TodoMVC - React Clear completed button should be hidden when there are no items that are completed",""
"passed","Tue Sep 07 15:44:56 GMT 2021","Tue Sep 07 15:44:57 GMT 2021","1180","","Clear completed button","","should display the correct text","","TodoMVC - React Clear completed button should display the correct text",""
"passed","Tue Sep 07 15:44:34 GMT 2021","Tue Sep 07 15:44:34 GMT 2021","709","","New Todo","","should show #main and #footer when items added","","TodoMVC - React New Todo should show #main and #footer when items added",""
"passed","Tue Sep 07 15:44:32 GMT 2021","Tue Sep 07 15:44:33 GMT 2021","1094","","TodoMVC - React","","adds 2 todos","","TodoMVC - React adds 2 todos",""
"passed","Tue Sep 07 15:44:34 GMT 2021","Tue Sep 07 15:44:34 GMT 2021","801","","New Todo","","should trim text input","","TodoMVC - React New Todo should trim text input",""
"passed","Tue Sep 07 15:44:44 GMT 2021","Tue Sep 07 15:44:44 GMT 2021","951","","Item","","should allow me to un-mark items as complete","","TodoMVC - React Item should allow me to un-mark items as complete",""
"passed","Tue Sep 07 15:45:01 GMT 2021","Tue Sep 07 15:45:02 GMT 2021","1599","","Routing","","should respect the back button","","TodoMVC - React Routing should respect the back button",""
"passed","Tue Sep 07 15:44:40 GMT 2021","Tue Sep 07 15:44:41 GMT 2021","1504","","Mark all as completed","","complete all checkbox should update state when items are completed / cleared","","TodoMVC - React Mark all as completed complete all checkbox should update state when items are completed / cleared",""
"passed","Tue Sep 07 15:44:48 GMT 2021","Tue Sep 07 15:44:49 GMT 2021","1595","","Editing","","should save edits on blur","","TodoMVC - React Editing should save edits on blur",""
"passed","Tue Sep 07 15:44:33 GMT 2021","Tue Sep 07 15:44:33 GMT 2021","509","","When page is initially opened","","should focus on the todo input field","","TodoMVC - React When page is initially opened should focus on the todo input field",""
"passed","Tue Sep 07 15:44:34 GMT 2021","Tue Sep 07 15:44:34 GMT 2021","755","","New Todo","","should clear text input field when an item is added","","TodoMVC - React New Todo should clear text input field when an item is added",""
