"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 22 13:59:19 GMT 2021","Wed Sep 22 13:59:20 GMT 2021","1139","TodoMVC - React","Contrast","","","","has good contrast with several todos",""
"passed","Wed Sep 22 13:59:04 GMT 2021","Wed Sep 22 13:59:06 GMT 2021","1416","TodoMVC - React","Clear completed button","","","","should display the correct text",""
"passed","Wed Sep 22 13:59:17 GMT 2021","Wed Sep 22 13:59:18 GMT 2021","1545","TodoMVC - React","Routing","","","","should highlight the currently applied filter",""
"passed","Wed Sep 22 13:58:51 GMT 2021","Wed Sep 22 13:58:53 GMT 2021","1247","TodoMVC - React","Item","","","","should allow me to un-mark items as complete",""
"passed","Wed Sep 22 13:59:09 GMT 2021","Wed Sep 22 13:59:10 GMT 2021","1406","TodoMVC - React","Persistence","","","","should persist its data",""
"passed","Wed Sep 22 13:59:15 GMT 2021","Wed Sep 22 13:59:17 GMT 2021","1638","TodoMVC - React","Routing","","","","should allow me to display all items",""
"passed","Wed Sep 22 13:58:45 GMT 2021","Wed Sep 22 13:58:47 GMT 2021","1533","TodoMVC - React","Mark all as completed","","","","should allow me to mark all items as completed",""
"passed","Wed Sep 22 13:58:39 GMT 2021","Wed Sep 22 13:58:39 GMT 2021","909","","Adding a todo item","","","","displays the item as as a todo",""
"passed","Wed Sep 22 13:59:37 GMT 2021","Wed Sep 22 13:59:38 GMT 2021","482","todo page","When page is initially opened","","","","the cursor should have focus on the todo input field",""
"passed","Wed Sep 22 13:58:56 GMT 2021","Wed Sep 22 13:58:58 GMT 2021","1798","TodoMVC - React","Editing","","","","should save edits on blur",""
"passed","Wed Sep 22 13:58:58 GMT 2021","Wed Sep 22 13:59:00 GMT 2021","1955","TodoMVC - React","Editing","","","","should trim entered text",""
"passed","Wed Sep 22 13:59:07 GMT 2021","Wed Sep 22 13:59:09 GMT 2021","1520","TodoMVC - React","Clear completed button","","","","should be hidden when there are no items that are completed",""
"passed","Wed Sep 22 13:59:41 GMT 2021","Wed Sep 22 13:59:42 GMT 2021","1006","todo page","New Todo","","","","adds items",""
