"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 07 15:56:08 GMT 2021","Tue Sep 07 15:56:08 GMT 2021","480","","todo creation field","","should have the placeholder text ""What needs to be done?""","","todo creation field should have the placeholder text ""What needs to be done?""",""
"passed","Tue Sep 07 15:55:15 GMT 2021","Tue Sep 07 15:55:16 GMT 2021","1764","","Mark all as completed","","complete all checkbox should update state when items are completed / cleared","","TodoMVC - React Mark all as completed complete all checkbox should update state when items are completed / cleared",""
"passed","Tue Sep 07 15:55:08 GMT 2021","Tue Sep 07 15:55:09 GMT 2021","1203","","New Todo","","adds items","","TodoMVC - React New Todo adds items",""
"passed","Tue Sep 07 15:55:24 GMT 2021","Tue Sep 07 15:55:25 GMT 2021","1363","","Editing","","should hide other controls when editing","","TodoMVC - React Editing should hide other controls when editing",""
"passed","Tue Sep 07 15:55:05 GMT 2021","Tue Sep 07 15:55:06 GMT 2021","1241","","TodoMVC - React","","adds 2 todos","","TodoMVC - React adds 2 todos",""
"passed","Tue Sep 07 15:55:38 GMT 2021","Tue Sep 07 15:55:39 GMT 2021","1773","","Routing","","should respect the back button","","TodoMVC - React Routing should respect the back button",""
"passed","Tue Sep 07 15:55:24 GMT 2021","Tue Sep 07 15:55:25 GMT 2021","1422","","Editing","","should remove the item if an empty text string was entered","","TodoMVC - React Editing should remove the item if an empty text string was entered",""
"passed","Tue Sep 07 15:55:37 GMT 2021","Tue Sep 07 15:55:38 GMT 2021","1194","","Persistence","","should persist its data","","TodoMVC - React Persistence should persist its data",""
"passed","Tue Sep 07 15:55:20 GMT 2021","Tue Sep 07 15:55:21 GMT 2021","1826","","Item","","should allow me to edit an item","","TodoMVC - React Item should allow me to edit an item",""
"passed","Tue Sep 07 15:55:08 GMT 2021","Tue Sep 07 15:55:09 GMT 2021","1360","","New Todo","","should allow me to add todo items","","TodoMVC - React New Todo should allow me to add todo items",""
"passed","Tue Sep 07 15:55:38 GMT 2021","Tue Sep 07 15:55:39 GMT 2021","1332","","Routing","","should allow me to display completed items","","TodoMVC - React Routing should allow me to display completed items",""
"passed","Tue Sep 07 15:55:20 GMT 2021","Tue Sep 07 15:55:21 GMT 2021","1116","","Item","","should allow me to un-mark items as complete","","TodoMVC - React Item should allow me to un-mark items as complete",""
